date,FIRST SHANGHAI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,HANG SENG SECURITIES LTD,SHANGHAI COMMERCIAL BANK LTD
2024-10-09,56.99467194342365,13.331227076280964,11.789624497375836,5.623890885358187,4.8087911426306436,4.276204901011489,3.1755895539192407
2024-10-10,56.96663592322585,13.324669365905105,11.783825110533837,5.6211244597770635,4.8064256694907055,4.274101410230919,3.2232180608365137
2024-10-17,56.96430083318694,13.324123181244493,11.775143988814024,5.620894047158856,4.806228651771093,4.273926212740904,3.2353830850836833
2024-10-21,56.95729671152667,13.322484895890105,11.773696160264238,5.6202029226270005,4.805637695510563,4.273400706437426,3.247280907743997
2024-10-23,56.95729671152667,13.322484895890105,11.773696160264238,5.6202029226270005,4.781046428496557,4.273400706437426,3.2718721747580033
2024-11-12,56.95963122736089,13.323030946242495,11.770080017729391,5.620433278586147,4.781242389843669,4.273575860845924,3.272006279391483
2024-11-15,56.9526282538982,13.321392929455014,11.768632930445962,5.619742267351513,4.780654553987761,4.273050440689588,3.2838986241719597
2024-11-18,56.93162966157325,13.316481294857944,11.80116408070486,5.61767025275866,4.778891913366891,4.271474955116069,3.2826878416223284
2024-11-25,56.924633571370684,13.314844888085936,11.7997138849368,5.6169799207226685,4.778304655297994,4.270950051398019,3.2945730281878984
2024-11-26,56.91763920039746,13.313208883446901,11.798264045541952,5.616289758329873,4.777717541542746,4.27042527667057,3.3064552940704983
2024-12-18,56.91064654801994,13.311573280792622,11.796814562388965,5.615599765517746,4.777130572047957,4.2699006308861795,3.318334640346595
2025-01-09,56.91181187076282,13.30979821757813,11.797056118181017,5.615714752545984,4.777228390281257,4.269988062897882,3.3184025877529146
2025-01-14,56.911823524231245,13.30980094294055,11.797038057427226,5.615715902440047,4.77722936848382,4.269988937236081,3.3184032672410297
2025-01-23,56.90902682867396,13.30177576000885,11.79645834091348,5.615439941370049,4.77699461135738,4.2697791063371415,3.330525411339141
2025-02-06,56.90960945091476,13.300888162443142,11.796579110488628,5.615497431022991,4.77704351718937,4.269822819407093,3.3305595085340207
2025-02-12,56.911940059178036,13.297337590432246,11.797062213518476,5.615727401406578,4.777239150531482,4.269997680637765,3.3306959042954194
2025-02-13,56.877000966363575,13.28917415562798,11.789819820249376,5.61227982220449,4.774306331831158,4.267376265076703,3.3900426386467135
2025-02-14,56.8630373380831,13.28591158754403,11.786925352210158,5.610901975484168,4.79768478298963,4.266328599853749,3.38921036383516
2025-02-17,56.84908056442063,13.282650621025049,11.784032305038949,5.609524805136257,4.7965072130996855,4.2652814489201125,3.4129230423593233
2025-02-18,56.912534298301885,13.263118388832348,11.766703801736755,5.601275959020317,4.789453915134298,4.25900932221856,3.4079043147558385
2025-02-19,56.91253778539737,13.263119201478643,11.766704522696033,5.601276302216843,4.789448081476229,4.2590095831728885,3.4079045235619985
2025-02-21,56.91428138666051,13.263525537099808,11.764001362875149,5.601447905747731,4.789594813427564,4.25914006434238,3.4080089298468557
2025-02-27,57.01962287065609,13.231097170855527,11.723014584933319,5.587752768381896,4.76565995801488,4.248726773132147,3.424125874026139
2025-03-07,57.05449640597973,13.226957270238335,11.73018444931763,5.591170270703684,4.719646194981823,4.251325319312283,3.4262200894665202
2025-03-10,57.056822825115304,13.227496604531638,11.677654749828937,5.591398252831779,4.719838640378993,4.251498668744798,3.4752902585685503
2025-03-11,57.07161526990908,13.224012201521488,11.665537613535491,5.591649054647544,4.720050348443344,4.251689369449278,3.4754461424937775
2025-03-19,57.07291039808946,13.224312294497286,11.663533036461672,5.59177594613697,4.720157460712556,4.251785853186256,3.4755250109157982
2025-03-20,57.101693821653186,13.21187820809401,11.64968441584798,5.591000778040998,4.719503122000355,4.2511964431712554,3.4750432111922107
2025-03-26,57.12999520583841,13.168863302350262,11.655458363558171,5.593771852774673,4.721842255256827,4.253303469000662,3.4767655512209914
2025-04-09,57.13022825544123,13.16850909328991,11.655505909508989,5.593794671371172,4.721861517002924,4.253320819442939,3.476779733942833
2025-04-23,57.13398877363648,13.169375892173123,11.649690755471937,5.594162875162484,4.72217232700128,4.2536007883984315,3.4770085881562616
2025-04-25,57.140982066571055,13.170987845151666,11.63887653425844,5.594847609775793,4.722750328556556,4.254121436037053,3.477434179649433
2025-04-29,57.14331354467163,13.167445029942495,11.63935142609217,5.595075891898473,4.7229430271866315,4.25429501357469,3.477576066633919
2025-04-30,57.15030912066644,13.156814849446526,11.640776334141439,5.595760850053166,4.723521217438761,4.254815831186161,3.4780017970675052
