date,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG BANK LTD,ICBC (ASIA) SECURITIES LTD
2024-03-21,744704627.0,699994569.0,33859621.0,122539540.0,36977951.0,0.0,18421693.0,0.0,4588573.0
2024-03-22,744722627.0,701273796.0,34071621.0,121533135.0,37075951.0,10282077.0,17949693.0,0.0,0.0
2024-03-25,744720627.0,701265510.0,34251621.0,122617927.0,37221951.0,10313961.0,18297093.0,0.0,4594573.0
2024-03-26,744766627.0,701474281.0,35017621.0,119632296.0,37491951.0,10435961.0,18393093.0,0.0,4598573.0
2024-03-27,744768818.0,700454629.0,35239621.0,118616373.0,37619760.0,10410173.0,18397093.0,0.0,4640573.0
2024-03-28,744784818.0,699172298.0,35929621.0,116512130.0,37859760.0,10289231.0,18982293.0,0.0,4684573.0
2024-04-02,744810818.0,698239837.0,35769621.0,118070815.0,37895760.0,10344201.0,18705457.0,0.0,4704573.0
2024-04-03,744784818.0,701039028.0,35393621.0,116064122.0,37789760.0,10126295.0,20188357.0,0.0,4648573.0
2024-04-05,744754818.0,701378469.0,34493621.0,119226499.0,37311760.0,10671295.0,20100357.0,0.0,4528573.0
2024-04-08,744700818.0,704747255.0,33303621.0,119912395.0,37103760.0,10714981.0,20098357.0,0.0,4546573.0
2024-04-09,744710818.0,705402345.0,0.0,118704585.0,37101760.0,10728981.0,20100357.0,0.0,4486573.0
2024-04-10,744728818.0,702925025.0,34383621.0,117276267.0,37127760.0,9900981.0,20104357.0,0.0,0.0
2024-04-11,0.0,700299620.0,34399621.0,116463106.0,37797760.0,9878048.0,19413357.0,0.0,0.0
2024-04-12,0.0,684541690.0,34787621.0,146853416.0,37803760.0,10305270.0,19425357.0,0.0,0.0
2024-04-15,744772305.0,617256873.0,34761621.0,151962039.0,37850805.0,13129270.0,10625357.0,0.0,0.0
2024-04-16,744834305.0,612209719.0,34933621.0,151130383.0,37984805.0,13002080.0,10573357.0,0.0,4516573.0
2024-04-17,0.0,652299448.0,35091621.0,135952644.0,37986805.0,14308080.0,10397100.0,0.0,0.0
2024-04-18,744844305.0,702131438.0,35623621.0,109376495.0,37998805.0,13612577.0,19130100.0,0.0,4550573.0
2024-04-19,744874305.0,697145158.0,35701621.0,112558582.0,38034805.0,10254857.0,19128100.0,0.0,4650573.0
2024-04-22,744868305.0,696040856.0,35655621.0,112441724.0,38048805.0,9426857.0,0.0,0.0,4638573.0
2024-04-23,744858305.0,685625822.0,35961621.0,123484088.0,37998805.0,9392857.0,22226100.0,0.0,4632573.0
2024-04-24,0.0,669702469.0,36053621.0,133411109.0,37996805.0,15028600.0,21845100.0,0.0,0.0
2024-04-25,0.0,668450819.0,36865621.0,135359609.0,37986805.0,15084600.0,23863000.0,0.0,4652573.0
2024-04-26,0.0,677866127.0,37349621.0,131920056.0,37944805.0,15137900.0,24642871.0,0.0,4644573.0
2024-04-29,744744305.0,677250011.0,37601621.0,132821576.0,37870805.0,15013900.0,24640871.0,0.0,4610573.0
2024-04-30,0.0,671419874.0,37871621.0,136863033.0,38008805.0,15101300.0,24628871.0,0.0,0.0
2024-05-02,746882305.0,668433974.0,38043621.0,142106721.0,38036805.0,15187300.0,24824871.0,0.0,4596573.0
2024-05-03,750638305.0,667432980.0,35575621.0,147111008.0,37942805.0,15074994.0,25484871.0,0.0,4540573.0
2024-05-06,754624305.0,666589003.0,0.0,141843790.0,38128805.0,15075023.0,25512871.0,0.0,4542573.0
2024-05-07,757228305.0,664402608.0,0.0,135803266.0,37872805.0,14871347.0,25348871.0,0.0,4556573.0
2024-05-08,759702305.0,664350608.0,35111621.0,135390434.0,37296805.0,14787347.0,25346871.0,0.0,4502573.0
2024-05-09,762040305.0,664318280.0,35139621.0,131692086.0,37218805.0,14810600.0,25134871.0,0.0,4504573.0
2024-05-10,772162305.0,656690449.0,34689621.0,128345494.0,37150805.0,14857370.0,25098871.0,0.0,4476573.0
2024-05-13,776918305.0,653951047.0,34565468.0,127090003.0,36972805.0,14900984.0,25082871.0,0.0,4448573.0
2024-05-14,780062305.0,649121054.0,34517468.0,126180823.0,36964805.0,14856432.0,25068871.0,0.0,4478454.0
2024-05-16,783223526.0,646140373.0,34363468.0,122725347.0,36962283.0,14856156.0,25062871.0,0.0,4416454.0
2024-05-17,788841526.0,638198676.0,35191468.0,124177012.0,36990283.0,15107718.0,25080873.0,0.0,4412454.0
2024-05-20,796401526.0,632279539.0,35957468.0,126150129.0,36944283.0,13685518.0,25294873.0,0.0,4492454.0
2024-05-21,800913526.0,630754055.0,36541468.0,125034883.0,36938283.0,13504718.0,25454873.0,0.0,0.0
2024-05-22,803993526.0,627038135.0,35775468.0,124127955.0,37992283.0,13466478.0,25430873.0,0.0,4442454.0
2024-05-23,807911526.0,625943213.0,35035468.0,118823245.0,36285827.0,13466238.0,25420873.0,0.0,4342454.0
2024-05-24,811237526.0,622578154.0,34915468.0,119050826.0,36267827.0,13467478.0,25418873.0,0.0,5962454.0
2024-05-27,815525526.0,622099454.0,34359468.0,120405314.0,36211827.0,13656328.0,25416873.0,0.0,5862454.0
2024-05-28,823633526.0,615280181.0,34159468.0,121540832.0,36207827.0,14235880.0,0.0,0.0,5860454.0
2024-05-29,826627526.0,613258087.0,32149468.0,117688837.0,36072851.0,14561880.0,25372873.0,0.0,5656454.0
2024-05-30,830063526.0,615890087.0,32225468.0,122910461.0,35992851.0,13528256.0,25182873.0,0.0,5644454.0
2024-05-31,836025526.0,609888144.0,32253468.0,124565934.0,35994851.0,13536576.0,25176873.0,0.0,0.0
2024-06-03,840172341.0,605565590.0,32181468.0,128763410.0,35948036.0,14712283.0,25310073.0,0.0,5610454.0
2024-06-04,847762341.0,561084538.0,32991468.0,149038377.0,36048036.0,15128566.0,9107685.0,0.0,0.0
2024-06-05,856224341.0,553829963.0,34025468.0,157817948.0,35760036.0,16762145.0,9139685.0,0.0,5600454.0
2024-06-06,858911948.0,552728225.0,34697468.0,162998254.0,35724036.0,17384357.0,9846685.0,0.0,0.0
2024-06-07,863043948.0,549482482.0,35741468.0,162978579.0,35672036.0,16803357.0,9856685.0,0.0,0.0
2024-06-11,865883948.0,544613376.0,37093468.0,165337560.0,35390036.0,14056676.0,9748685.0,0.0,5588454.0
2024-06-12,866451948.0,551087376.0,38041468.0,149254574.0,35436036.0,14010676.0,10010685.0,0.0,5646454.0
2024-06-13,867229948.0,549002310.0,39447468.0,146078550.0,35676036.0,13842912.0,10072185.0,11255463.0,5682454.0
2024-06-14,867249445.0,549165019.0,40063468.0,148536910.0,35679238.0,15950912.0,0.0,0.0,0.0
2024-06-17,0.0,549155222.0,40473468.0,145383312.0,36477238.0,15943678.0,0.0,11252802.0,5672454.0
2024-06-18,866617445.0,549283222.0,39927468.0,146424046.0,37889238.0,15992678.0,10070185.0,0.0,0.0
2024-06-19,892550436.0,568156239.0,40633843.0,148097738.0,38177984.0,16192714.0,10157296.0,11273133.0,5718889.0
2024-06-20,892570436.0,567932448.0,41275843.0,147820330.0,38185984.0,16694714.0,10159296.0,0.0,5666889.0
2024-06-21,892560803.0,566989269.0,42283843.0,148066560.0,38215984.0,16693292.0,10165296.0,0.0,0.0
2024-06-24,892555502.0,563923020.0,44213843.0,149666957.0,38225285.0,16673290.0,10193296.0,0.0,5661411.0
2024-06-25,892561502.0,560064624.0,47825843.0,148203739.0,38209188.0,16819465.0,0.0,0.0,0.0
2024-06-27,892484676.0,545905175.0,58715843.0,147455284.0,38205062.0,16824043.0,10105788.0,0.0,0.0
2024-06-28,892514676.0,544338552.0,61815843.0,147363857.0,38231062.0,16978320.0,10085788.0,0.0,5691411.0
2024-07-02,892563514.0,543568959.0,63451843.0,147745936.0,38256224.0,16797766.0,10115788.0,11285133.0,5685411.0
2024-07-03,892575514.0,543507380.0,66957843.0,144111144.0,38234224.0,16769766.0,10115719.0,0.0,5683664.0
2024-07-04,892499514.0,538467896.0,68575843.0,146790631.0,38180224.0,17118749.0,10095719.0,0.0,5667664.0
2024-07-05,892599514.0,537474834.0,69365843.0,145932631.0,37970224.0,17262749.0,0.0,0.0,5787664.0
2024-07-08,892609514.0,537006776.0,69897843.0,147500402.0,37957525.0,16790749.0,0.0,0.0,0.0
2024-07-09,892599514.0,536934651.0,70461843.0,147324557.0,37949525.0,17113651.0,10091719.0,0.0,5849664.0
2024-07-10,892613514.0,536859712.0,72373843.0,145932096.0,37983525.0,16981651.0,10097719.0,0.0,6019664.0
2024-07-11,892627514.0,535129875.0,72175843.0,136991583.0,37999525.0,16857651.0,10101719.0,0.0,6025664.0
2024-07-12,892765514.0,534591980.0,73297843.0,146027032.0,38013525.0,16767651.0,10123719.0,0.0,6077664.0
2024-07-15,892765072.0,534649342.0,73165843.0,146199537.0,38017178.0,16715651.0,10131719.0,0.0,0.0
2024-07-16,893085072.0,534791342.0,74041843.0,146608065.0,38071178.0,16805651.0,10127719.0,0.0,6207664.0
2024-07-17,0.0,534893201.0,75339843.0,146541437.0,38117178.0,16841651.0,10129719.0,0.0,0.0
2024-07-18,893087072.0,534991201.0,75391843.0,146414895.0,38281178.0,16832199.0,10045719.0,11287133.0,6209664.0
2024-07-19,893437072.0,535465201.0,75335843.0,146352953.0,38383178.0,16838199.0,10057719.0,0.0,6231664.0
2024-07-22,893443072.0,547357762.0,75979843.0,145325192.0,38397178.0,16848199.0,10071719.0,0.0,6211664.0
2024-07-23,893453072.0,553925286.0,75699843.0,144352319.0,38413178.0,16840199.0,9953719.0,0.0,6261664.0
2024-07-24,0.0,554283286.0,75971843.0,144139571.0,0.0,16812953.0,9947719.0,0.0,6233664.0
2024-07-25,0.0,553334184.0,77117843.0,142782307.0,0.0,16827510.0,9945719.0,0.0,0.0
2024-07-26,893457072.0,553273397.0,77207843.0,142610307.0,38437178.0,16941640.0,0.0,0.0,0.0
2024-07-29,0.0,553164853.0,77635843.0,142343023.0,38577178.0,16963640.0,9841719.0,0.0,6243664.0
2024-07-30,893463072.0,553493458.0,77761843.0,146268294.0,0.0,16985035.0,9837719.0,0.0,6245664.0
2024-07-31,893473072.0,553425458.0,77893843.0,141462777.0,43585178.0,16964386.0,9833719.0,0.0,0.0
2024-08-02,0.0,557895127.0,75977283.0,137679348.0,0.0,17108556.0,9834090.0,0.0,0.0
2024-08-06,893469072.0,557586322.0,78635283.0,138544458.0,43603178.0,17063804.0,9850090.0,0.0,0.0
2024-08-07,893473072.0,556705927.0,81059283.0,138373301.0,43663178.0,17029654.0,0.0,0.0,6255664.0
2024-08-08,893479072.0,555371140.0,81251283.0,139176646.0,43709178.0,16827357.0,0.0,0.0,6263664.0
2024-08-09,893473072.0,554773461.0,80565283.0,140136111.0,43763178.0,16777036.0,0.0,0.0,0.0
2024-08-13,0.0,633153465.0,81585283.0,139347821.0,43791178.0,16903036.0,0.0,0.0,0.0
2024-08-14,0.0,632788006.0,81747283.0,139417402.0,43805178.0,16845456.0,9826090.0,0.0,0.0
2024-08-15,893473605.0,632124006.0,81957283.0,139698882.0,43829139.0,16776116.0,0.0,0.0,6273664.0
2024-08-16,0.0,632222331.0,82341283.0,139488982.0,43749139.0,16768116.0,9830090.0,0.0,0.0
2024-08-19,0.0,631566233.0,82637283.0,139179840.0,43759139.0,16718116.0,9702090.0,0.0,0.0
2024-08-21,893489605.0,630602756.0,84417283.0,139050864.0,43813139.0,16852116.0,9520090.0,0.0,0.0
2024-08-22,893499605.0,630408956.0,85613283.0,137952864.0,43831139.0,16850116.0,9518090.0,0.0,0.0
2024-08-23,893539605.0,630550956.0,86163283.0,137143293.0,43861139.0,16740116.0,0.0,0.0,0.0
2024-08-26,893543605.0,630254956.0,86333283.0,135620408.0,43957139.0,17026116.0,0.0,0.0,0.0
2024-08-27,0.0,630244956.0,87191283.0,125407719.0,43913139.0,17062116.0,0.0,0.0,0.0
2024-08-28,893538596.0,630100956.0,88525283.0,126042707.0,43863139.0,16810155.0,0.0,0.0,6269664.0
2024-08-29,893538597.0,630061351.0,90387283.0,133220084.0,43239138.0,15607693.0,9510090.0,0.0,6219664.0
2024-08-30,0.0,630197014.0,91127283.0,135164979.0,42659138.0,15502843.0,9488090.0,0.0,0.0
2024-09-02,0.0,637337500.0,91979283.0,122921477.0,42305138.0,0.0,0.0,11301923.0,0.0
2024-09-03,893586598.0,632609004.0,92845283.0,123146047.0,42531137.0,15505550.0,9496090.0,0.0,6233664.0
2024-09-04,893580598.0,632417139.0,93713283.0,122699747.0,42665139.0,15619415.0,9868090.0,0.0,0.0
2024-09-05,0.0,632045139.0,94529283.0,123029033.0,42697139.0,16132295.0,9872090.0,0.0,0.0
2024-09-09,893584598.0,568372754.0,95579283.0,109864471.0,42749139.0,16590297.0,9892096.0,0.0,6283664.0
2024-09-10,893594598.0,557737698.0,96657283.0,108961908.0,37899139.0,16454297.0,9910096.0,0.0,6335664.0
2024-09-11,893654598.0,514482752.0,97171283.0,85919328.0,38007139.0,19201705.0,9738096.0,0.0,6385664.0
2024-09-12,893668598.0,462152744.0,98315283.0,134601132.0,38139139.0,18759705.0,9588096.0,0.0,6485664.0
2024-09-13,893697016.0,550998331.0,99559283.0,112702609.0,38163033.0,20164664.0,9608094.0,0.0,6535664.0
2024-09-16,0.0,566266331.0,100683283.0,119381813.0,38175033.0,17622664.0,0.0,0.0,6505664.0
2024-09-17,893661016.0,626812331.0,101521283.0,131678771.0,38227033.0,16738664.0,9612094.0,0.0,6485664.0
2024-09-20,0.0,627302611.0,0.0,130633923.0,38387033.0,16678664.0,9634094.0,0.0,6495664.0
2024-09-23,893701016.0,627696111.0,103163283.0,128935922.0,38471033.0,16610664.0,9628094.0,0.0,6493664.0
2024-09-24,893707016.0,626635411.0,104891283.0,128055570.0,38393033.0,16441728.0,9622094.0,0.0,0.0
2024-09-25,893727016.0,627223801.0,106241283.0,126458510.0,38387033.0,16442878.0,9596094.0,0.0,6385664.0
2024-09-26,0.0,627442489.0,108009283.0,125753248.0,38271033.0,0.0,9614094.0,0.0,6357664.0
2024-09-27,893747016.0,627291495.0,108425283.0,125941216.0,38333033.0,16379878.0,9644094.0,0.0,6367664.0
2024-09-30,893773016.0,628937275.0,108713283.0,123808916.0,38211033.0,16357878.0,9630094.0,0.0,6363664.0
2024-10-02,893769016.0,628027060.0,111113283.0,121057293.0,38281033.0,16457718.0,9632094.0,0.0,6359664.0
2024-10-03,893767016.0,624017105.0,115161283.0,118607904.0,38485033.0,16556778.0,9465243.0,0.0,6409664.0
2024-10-04,893697016.0,626168305.0,0.0,116485662.0,38510432.0,19590680.0,9513245.0,0.0,6407664.0
2024-10-07,893593016.0,628023134.0,0.0,115329364.0,38396053.0,20960680.0,9499245.0,0.0,6421664.0
2024-10-08,893981016.0,629259634.0,0.0,114539579.0,37710053.0,20877106.0,9709245.0,0.0,6673664.0
2024-10-09,893629016.0,629522289.0,0.0,113818778.0,37734053.0,21603110.0,9715245.0,0.0,6759664.0
2024-10-10,893617016.0,631649826.0,117957283.0,106232253.0,38016053.0,22091113.0,9771247.0,0.0,6843664.0
2024-10-14,894131016.0,630378884.0,118417283.0,106489300.0,38030053.0,22009113.0,9821247.0,0.0,6903664.0
2024-10-15,0.0,628602216.0,117467283.0,104918714.0,38028053.0,22041115.0,9831245.0,0.0,0.0
2024-10-16,894133785.0,628506645.0,118715283.0,104761608.0,38075837.0,21937115.0,9917245.0,0.0,6919664.0
2024-10-17,894637785.0,633217150.0,119627283.0,101349597.0,38121837.0,21939115.0,9933245.0,0.0,7003664.0
2024-10-18,894635685.0,632938904.0,119625283.0,100497917.0,38111937.0,21933115.0,0.0,0.0,0.0
2024-10-21,0.0,632894785.0,120865283.0,99816919.0,38147937.0,22019115.0,9931245.0,0.0,0.0
2024-10-22,894743685.0,633996147.0,119349283.0,99172335.0,38287937.0,22184915.0,9955245.0,0.0,7017664.0
2024-10-23,894757685.0,633467447.0,120929283.0,98051736.0,38303837.0,22162915.0,9961245.0,0.0,7047664.0
2024-10-24,894737685.0,632385629.0,121683283.0,99006342.0,38323837.0,22061690.0,9969245.0,0.0,0.0
2024-10-25,894831685.0,632348285.0,122553283.0,98054534.0,0.0,22026769.0,9957221.0,0.0,0.0
2024-10-28,894825685.0,632125544.0,122669283.0,98291975.0,38311837.0,22006769.0,0.0,0.0,0.0
2024-10-29,0.0,631732987.0,124501283.0,97166605.0,38273837.0,22024545.0,10007221.0,0.0,7037664.0
2024-10-30,894804627.0,631913923.0,125003283.0,97112905.0,38263837.0,21936545.0,10015221.0,0.0,0.0
2024-10-31,894820627.0,631484710.0,126171283.0,96902605.0,38309837.0,22013123.0,9739221.0,0.0,0.0
2024-11-01,894826627.0,630910705.0,126787283.0,96356405.0,38429368.0,22011123.0,9861221.0,0.0,7049664.0
2024-11-04,894928627.0,630709300.0,126741283.0,94844947.0,38657368.0,0.0,9867221.0,0.0,7123664.0
2024-11-05,894956627.0,630442041.0,126661283.0,94567706.0,38745368.0,0.0,9875221.0,0.0,7119664.0
2024-11-06,895112627.0,629954041.0,127113283.0,94274435.0,38763618.0,22015123.0,0.0,0.0,0.0
2024-11-07,895132627.0,627803393.0,129829283.0,93868492.0,39387618.0,22013123.0,9876221.0,0.0,7073664.0
2024-11-08,895270627.0,627482393.0,130299283.0,93720883.0,39477618.0,0.0,0.0,0.0,0.0
2024-11-11,895532617.0,626799739.0,131063283.0,92530878.0,39717628.0,22171777.0,9886221.0,0.0,7143664.0
2024-11-12,895772617.0,626583291.0,130871283.0,91782720.0,40067628.0,22553777.0,9954221.0,0.0,7231664.0
2024-11-13,895950617.0,626039291.0,131717283.0,91296720.0,40121628.0,22543777.0,0.0,0.0,0.0
2024-11-14,895994474.0,624459118.0,133875283.0,91457359.0,40220157.0,22515777.0,9980221.0,0.0,7241664.0
2024-11-15,896008474.0,623162994.0,134847283.0,91125019.0,40242157.0,22313777.0,10012221.0,0.0,0.0
2024-11-18,896022474.0,627303129.0,136411283.0,90730274.0,40332157.0,22315777.0,10018221.0,0.0,7255664.0
2024-11-19,896024474.0,626419768.0,137417283.0,89932055.0,40338157.0,0.0,0.0,0.0,7265664.0
2024-11-20,896046474.0,625875917.0,136949283.0,89526175.0,40370157.0,22489508.0,10040221.0,0.0,7285664.0
2024-11-21,922026041.0,630295479.0,137049260.0,91949163.0,40792233.0,22592077.0,10114766.0,0.0,7373283.0
2024-11-22,0.0,630315780.0,137477260.0,92398903.0,40796233.0,22536077.0,10122766.0,0.0,0.0
2024-11-25,0.0,630141390.0,138559260.0,89604410.0,40758233.0,22521054.0,10138766.0,0.0,0.0
2024-11-26,921997398.0,628700411.0,139305260.0,89991992.0,41054992.0,22533054.0,10146766.0,0.0,7414194.0
2024-11-27,0.0,628370834.0,140276326.0,89858188.0,0.0,22682086.0,10158738.0,0.0,0.0
2024-11-28,0.0,625961543.0,142412140.0,89475984.0,41168992.0,23032080.0,10193736.0,0.0,7434194.0
2024-11-29,921885804.0,626875611.0,144584140.0,90610569.0,41188992.0,22960079.0,10189734.0,0.0,0.0
2024-12-02,0.0,626877194.0,144836140.0,90761768.0,41098992.0,22961591.0,10203734.0,0.0,7448194.0
2024-12-03,922087804.0,626263250.0,145594140.0,90689549.0,41008992.0,22957591.0,10159734.0,0.0,7430194.0
2024-12-04,922087794.0,625966203.0,146410140.0,90318762.0,41083002.0,22895591.0,10169733.0,0.0,0.0
2024-12-05,921989794.0,624529402.0,146432140.0,90359492.0,41243002.0,0.0,10185733.0,0.0,7396194.0
2024-12-06,921941774.0,624540477.0,147154140.0,90167232.0,41281022.0,22916513.0,10183733.0,0.0,0.0
2024-12-09,921951774.0,619375477.0,148846140.0,89034201.0,41395764.0,23091513.0,10187733.0,0.0,7552194.0
2024-12-10,921953774.0,620159435.0,147415767.0,88557085.0,41427764.0,22898633.0,10183733.0,0.0,0.0
2024-12-11,921963774.0,618108490.0,146475767.0,90933759.0,41333764.0,22925950.0,10163733.0,0.0,7546194.0
2024-12-12,922053774.0,616663645.0,146589767.0,91065759.0,41419764.0,22896795.0,10197733.0,0.0,7556194.0
2024-12-13,922057538.0,614587657.0,148355767.0,89756676.0,41420457.0,23540795.0,10219733.0,0.0,0.0
2024-12-16,0.0,615634908.0,149359767.0,89744400.0,41430457.0,22896795.0,10221733.0,0.0,0.0
2024-12-17,922037538.0,614018981.0,152864833.0,89013524.0,41190457.0,22956795.0,10213733.0,0.0,7546194.0
2024-12-18,0.0,613173385.0,154202833.0,88704228.0,41188457.0,22656266.0,10247733.0,0.0,7570194.0
2024-12-19,0.0,614418024.0,152216833.0,89008229.0,41182457.0,22497680.0,10263733.0,0.0,0.0
2024-12-20,0.0,613485466.0,152880833.0,88813496.0,41172457.0,22501680.0,0.0,0.0,0.0
2024-12-23,0.0,613281211.0,153440833.0,89376337.0,41154457.0,22464520.0,0.0,0.0,0.0
2024-12-27,922097538.0,614637525.0,153976833.0,88766849.0,41136457.0,21563198.0,10269733.0,0.0,0.0
2024-12-30,0.0,614352110.0,154200833.0,93540831.0,41132457.0,21824520.0,0.0,0.0,7552194.0
2025-01-02,0.0,613244867.0,153106833.0,93340831.0,41134457.0,22064520.0,10475733.0,0.0,0.0
2025-01-03,922098880.0,616464908.0,153240833.0,90315521.0,41123115.0,21826514.0,10257733.0,0.0,7498194.0
2025-01-06,0.0,614963197.0,155278833.0,88758122.0,41107115.0,21825989.0,10423733.0,0.0,0.0
2025-01-07,0.0,613714100.0,155578833.0,89324954.0,41157115.0,20765989.0,10427733.0,0.0,0.0
2025-01-08,0.0,613534182.0,155684833.0,89907287.0,41199115.0,0.0,0.0,11255566.0,0.0
2025-01-09,922096880.0,613385203.0,156728833.0,89488556.0,41163115.0,20174968.0,10443733.0,0.0,0.0
2025-01-10,0.0,612449835.0,157016833.0,89258780.0,41165115.0,20156968.0,10427733.0,0.0,0.0
2025-01-13,922094880.0,611736867.0,157364833.0,90640042.0,41203115.0,19058043.0,10435733.0,0.0,7548194.0
2025-01-14,922114880.0,610913186.0,158162833.0,91709090.0,41413115.0,0.0,0.0,0.0,0.0
2025-01-15,922114059.0,608567362.0,158685274.0,93432450.0,41562340.0,19250135.0,10395733.0,0.0,0.0
2025-01-16,922116059.0,608348362.0,158935070.0,93448491.0,41556340.0,19188135.0,10397733.0,0.0,7574194.0
2025-01-17,0.0,608518926.0,158387070.0,93755147.0,41528340.0,19408135.0,0.0,0.0,0.0
2025-01-20,922112059.0,607478218.0,158991070.0,93714556.0,41544340.0,18958077.0,0.0,0.0,0.0
2025-01-21,922114059.0,607289167.0,159219070.0,95289652.0,41446627.0,18782077.0,11113733.0,0.0,0.0
2025-01-22,922134059.0,604640948.0,160005070.0,96420922.0,41408627.0,18481794.0,11097733.0,0.0,0.0
2025-01-23,0.0,603745221.0,160239070.0,96587922.0,41614627.0,18689794.0,0.0,0.0,7564194.0
2025-01-24,0.0,603010751.0,161519070.0,96309802.0,41654627.0,18510618.0,10782733.0,0.0,7584194.0
2025-01-27,922136059.0,602307401.0,162631070.0,96210471.0,41554627.0,18684618.0,10493733.0,0.0,0.0
2025-02-03,922138059.0,602589483.0,163659070.0,95981471.0,41444627.0,17824618.0,10489733.0,0.0,7684194.0
2025-02-04,922146059.0,601890787.0,164153070.0,95935947.0,41456627.0,18091618.0,10453257.0,0.0,0.0
2025-02-05,0.0,601280200.0,0.0,96249929.0,41550627.0,17433307.0,10469257.0,0.0,0.0
2025-02-06,922156059.0,601404312.0,0.0,95225928.0,41686627.0,17385307.0,10523257.0,0.0,7696194.0
2025-02-07,0.0,601299196.0,164537070.0,94977318.0,42206627.0,17344536.0,9957030.0,0.0,0.0
2025-02-10,922142059.0,601531650.0,164105070.0,93952500.0,42446627.0,18344536.0,9959030.0,0.0,0.0
2025-02-11,922132059.0,601438784.0,165295070.0,92163487.0,42434627.0,0.0,9949030.0,0.0,7676194.0
2025-02-12,922072059.0,601565292.0,166737070.0,89092359.0,42394583.0,18312536.0,9945030.0,0.0,0.0
2025-02-13,922063753.0,602166921.0,166201070.0,89791694.0,42383339.0,18338536.0,0.0,0.0,0.0
2025-02-14,922019753.0,601538638.0,167133070.0,88611244.0,42399339.0,18467630.0,9955030.0,0.0,7706194.0
2025-02-17,922009753.0,601601910.0,167558977.0,87286636.0,42407339.0,18081640.0,9961018.0,0.0,7806194.0
2025-02-18,922203753.0,601976279.0,169488977.0,86429664.0,42481339.0,17813885.0,9981018.0,0.0,7938194.0
2025-02-19,922203703.0,601272359.0,168508977.0,88955515.0,42379389.0,14410133.0,9973018.0,0.0,7968194.0
2025-02-20,0.0,597507575.0,168508977.0,94341662.0,42271389.0,14578315.0,9969018.0,0.0,0.0
2025-02-21,0.0,593693550.0,169076977.0,95819382.0,42305389.0,14779315.0,0.0,11257566.0,7978194.0
2025-02-24,922223703.0,591315114.0,169054977.0,97390657.0,42289389.0,19565103.0,10529245.0,0.0,0.0
2025-02-25,0.0,585988023.0,169716977.0,101083078.0,42331389.0,20196313.0,10449245.0,0.0,0.0
2025-02-26,922221703.0,586858297.0,170906977.0,99529405.0,42365389.0,19303977.0,10328165.0,0.0,7968194.0
2025-02-27,0.0,586382540.0,171996977.0,94568208.0,42693389.0,18913880.0,10366165.0,11259566.0,7990194.0
2025-02-28,922611703.0,584480194.0,173176977.0,94991905.0,42749389.0,18915880.0,10268525.0,11261566.0,8140194.0
2025-03-03,922611653.0,583701351.0,174242977.0,95079680.0,42425439.0,18922723.0,10270525.0,0.0,8154194.0
2025-03-04,922731653.0,580003496.0,176660977.0,95623425.0,42106904.0,19377920.0,10376525.0,0.0,8190194.0
2025-03-05,922783603.0,578231771.0,179270977.0,94963601.0,41650954.0,19349920.0,10414525.0,0.0,8268194.0
