date,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,FIRST SHANGHAI SECURITIES LTD,LONG BRIDGE HK LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD,ORIENT SECURITIES (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD,SINOPAC SECURITIES (ASIA) LTD,GET NICE SECURITIES LTD,TOTAL_CCASS_PCT
2024-04-26,58.724114507995914,39.117382786549776,0.0,30.54587616848547,28.08309003024636,22.12342311374527,0.0,0.0,0.0,8.325953876559247,186.91984048358202
2024-04-29,59.150528472547684,39.841784300081635,0.0,30.572183255474084,25.316301945053223,22.149730200733885,0.0,13.214408527383895,0.0,8.325953876559247,198.57089057783364
2024-04-30,59.15076762788394,39.78988759211319,0.0,30.572183255474084,25.24886014022787,22.1430338513186,0.0,13.214408527383895,0.0,8.325953876559247,198.44509487096082
2024-05-02,59.15148509389272,40.22897678948674,0.0,30.572183255474084,25.24886014022787,22.201626908702327,24.158754602986885,13.872085702099179,0.0,8.325953876559247,223.75992636942902
2024-05-03,59.15148509389272,40.22897678948674,0.0,30.587010886322208,25.24886014022787,22.201626908702327,24.158754602986885,13.872085702099179,0.0,8.325953876559247,223.77475400027714
2024-05-06,59.16607356940459,40.22897678948674,0.0,30.587010886322208,25.24886014022787,22.1430338513186,24.158754602986885,13.872085702099179,0.0,8.325953876559247,223.7307494184053
2024-05-07,59.16679103541337,40.22897678948674,0.0,30.587010886322208,25.24886014022787,22.1430338513186,24.158754602986885,13.872085702099179,0.0,8.325953876559247,223.7314668844141
2024-05-08,59.16559525873206,40.22897678948674,0.0,30.59322892506497,25.24886014022787,22.1430338513186,24.158754602986885,13.872085702099179,0.0,8.325953876559247,223.73648914647558
2024-05-09,59.11824250215256,40.2268243914604,0.0,30.59322892506497,25.24886014022787,22.122705647736492,24.158754602986885,13.872085702099179,0.0,8.325953876559247,223.66665578828758
2024-05-10,59.11800334681631,40.2268243914604,0.0,30.59322892506497,25.24886014022787,22.122705647736492,24.158754602986885,13.872085702099179,0.0,8.325953876559247,223.66641663295135
2024-05-13,59.20912152993141,40.2268243914604,0.0,30.596337944436353,25.24886014022787,22.194452248614525,24.158754602986885,13.872085702099179,0.0,8.325953876559247,223.83239043631585
2024-05-14,59.28899941224228,40.2268243914604,0.0,30.631972089539104,25.24886014022787,22.242283315866544,24.158754602986885,13.872085702099179,0.0,8.325953876559247,223.9957335309815
2024-05-16,59.29139096560488,40.2268243914604,0.0,30.63532026424675,25.24886014022787,22.242283315866544,24.158754602986885,13.872085702099179,0.0,8.325953876559247,224.00147325905175
2024-05-17,59.29473914031252,40.2268243914604,0.0,30.647995497068536,25.24886014022787,22.24084838384898,24.158754602986885,13.873759789453,0.0,8.325953876559247,224.01773582191743
2024-05-20,59.25503935449334,40.2268243914604,0.0,30.73002577740575,25.24886014022787,22.24084838384898,24.158754602986885,13.929004672129084,0.0,8.325953876559247,224.11531119911157
2024-05-21,59.2469080730605,40.2268243914604,0.0,30.73002577740575,25.24886014022787,22.24084838384898,24.158754602986885,13.929004672129084,0.0,8.325953876559247,224.10717991767874
2024-05-22,59.21127392795774,40.2268243914604,0.0,30.832862571997595,25.24886014022787,22.193017316596965,24.158754602986885,13.929004672129084,0.0,8.325953876559247,224.1265514999158
2024-05-23,59.21270885997531,40.2268243914604,0.0,30.871844891807992,25.24886014022787,22.193017316596965,24.158754602986885,13.929004672129084,0.0,8.325953876559247,224.16696875174375
2024-05-24,59.21246970463905,40.2268243914604,0.0,30.871844891807992,25.24886014022787,22.193017316596965,24.158754602986885,13.929004672129084,0.0,8.325953876559247,224.16672959640746
2024-05-27,59.17276991881987,40.2268243914604,0.0,30.91130552229091,25.24886014022787,22.193017316596965,24.158754602986885,13.929243827465342,0.0,8.325953876559247,224.16672959640746
2024-05-28,59.17109583146605,40.2268243914604,0.0,30.91321876498099,25.24886014022787,22.193017316596965,24.158754602986885,13.929243827465342,0.0,8.325953876559247,224.16696875174375
2024-05-29,59.17133498680231,40.2268243914604,39.171529049399915,30.947417978066184,25.24886014022787,22.193017316596965,24.158754602986885,13.929243827465342,0.0,8.325953876559247,263.3729361695651
2024-05-30,59.171574142138574,40.21606240132869,39.171529049399915,30.935221055916916,25.24886014022787,22.193017316596965,24.158754602986885,13.940005817597049,0.0,8.325953876559247,263.3609784027521
2024-05-31,59.171574142138574,40.21606240132869,39.171529049399915,30.8993477554779,25.24886014022787,22.193017316596965,24.158754602986885,13.940005817597049,0.0,8.325953876559247,263.3251051023131
2024-06-03,59.17205245281109,40.15627356726367,39.171529049399915,30.968941958329594,25.24886014022787,22.193017316596965,24.158754602986885,13.940005817597049,0.0,8.325953876559247,263.3353887817723
2024-06-04,59.17181329747483,40.15627356726367,39.171529049399915,30.969420269002114,25.24886014022787,22.193017316596965,24.158754602986885,13.940005817597049,0.0,8.325953876559247,263.33562793710854
2024-06-05,59.18424937496035,40.15627356726367,39.171529049399915,30.95746250218911,25.24886014022787,22.193017316596965,24.158754602986885,13.940005817597049,0.0,8.325953876559247,263.33610624778106
2024-06-07,59.18424937496035,40.15627356726367,39.171529049399915,30.957701657525366,25.24886014022787,22.193017316596965,24.158754602986885,14.025862583314424,0.0,8.325953876559247,263.4222021688347
2024-06-12,59.18424937496035,40.15842596529001,39.171529049399915,30.957701657525366,25.24886014022787,22.193017316596965,24.158754602986885,14.025862583314424,0.0,8.325953876559247,263.42435456686104
2024-06-13,59.20577335522377,40.15842596529001,39.171529049399915,30.957701657525366,25.24886014022787,22.193017316596965,24.158754602986885,14.085890572715712,0.0,8.325953876559247,263.50590653652574
2024-06-14,59.20529504455124,40.15842596529001,39.171529049399915,30.95865827887041,25.24886014022787,22.19062576323436,24.158754602986885,14.148070960143338,0.0,8.325953876559247,263.5661736812633
2024-06-17,59.18090120025271,40.14551157713196,39.171529049399915,30.967267870975775,25.24886014022787,22.19062576323436,24.158754602986885,14.148070960143338,0.0,8.325953876559247,263.53747504091206
2024-06-20,59.18066204491645,40.14551157713196,39.171529049399915,30.96750702631203,25.24886014022787,22.19062576323436,24.158754602986885,14.148070960143338,0.0,8.325953876559247,263.53747504091206
2024-06-21,59.18305359827906,40.09768050987994,39.171529049399915,30.96750702631203,25.24886014022787,22.19062576323436,24.158754602986885,14.17318227045065,0.0,8.325953876559247,263.51714683732996
2024-06-25,59.176118093527506,40.09768050987994,39.171529049399915,30.977551550434956,25.24886014022787,22.19062576323436,24.158754602986885,14.307109258756306,0.0,8.325953876559247,263.654182845007
2024-06-26,59.21199139396652,40.09768050987994,39.171529049399915,30.977551550434956,25.24886014022787,22.19062576323436,24.158754602986885,14.366898092821332,0.0,8.325953876559247,263.74984497951107
2024-06-27,59.21199139396652,40.09768050987994,39.171529049399915,30.98616114254032,25.24886014022787,22.19062576323436,24.158754602986885,14.42668692688636,0.0,8.325953876559247,263.8182434056814
2024-06-28,59.21223054930279,40.09768050987994,39.171529049399915,30.98616114254032,25.24886014022787,22.19062576323436,24.158754602986885,14.59050833222453,0.0,8.325953876559247,263.98230396635586
2024-07-04,59.21246970463905,40.09768050987994,39.171529049399915,30.98616114254032,25.24886014022787,22.19062576323436,24.158754602986885,14.769874834419609,0.0,8.325953876559247,264.1619096238872
2024-07-08,59.21366548132034,40.09768050987994,39.171529049399915,31.00361948208731,25.24886014022787,22.19062576323436,24.158754602986885,14.769874834419609,0.0,8.325953876559247,264.1805637401155
2024-07-10,59.18401021962409,40.09744135454368,39.171529049399915,31.00361948208731,25.24886014022787,22.19062576323436,24.158754602986885,14.80000840678838,0.0,8.325953876559247,264.18080289545173
2024-07-11,59.15387664725532,40.09696304387116,39.168659185364795,31.00361948208731,25.24886014022787,22.19062576323436,24.158754602986885,14.857644842827064,0.0,8.325953876559247,264.204957584414
2024-07-15,59.15435495792784,40.09696304387116,39.168659185364795,31.00361948208731,25.24886014022787,22.19062576323436,24.158754602986885,14.857883998163327,0.0,8.325953876559247,264.20567505042277
2024-07-18,59.15435495792784,40.09696304387116,39.168659185364795,31.00361948208731,25.24886014022787,22.19062576323436,24.24126319399662,14.857883998163327,0.0,8.325953876559247,264.2881836414325
2024-07-19,59.15435495792784,40.09696304387116,39.168659185364795,31.00361948208731,25.24886014022787,22.19062576323436,24.24365474735922,14.857883998163327,0.0,8.325953876559247,264.2905751947951
2024-07-24,59.14239719111484,40.06180720944093,39.168659185364795,31.00385863742357,25.24886014022787,22.19062576323436,24.24365474735922,14.857883998163327,0.0,8.325953876559247,264.24370074888816
2024-07-25,59.12900449228427,40.05702410271573,39.168659185364795,31.00433694809609,25.24886014022787,22.135620035894537,24.24365474735922,14.857883998163327,0.0,8.325953876559247,264.1709975266651
2024-07-30,59.14598452115874,40.05702410271573,39.168659185364795,31.010794142175115,25.24886014022787,22.135620035894537,24.24365474735922,14.857883998163327,0.0,8.325953876559247,264.19443474961855
2024-08-01,59.14574536582248,40.05702410271573,39.168659185364795,31.01103329751137,25.24886014022787,22.135620035894537,24.24365474735922,14.857883998163327,0.0,8.325953876559247,264.19443474961855
2024-08-05,59.14574536582248,40.05702410271573,39.168659185364795,31.01342485087397,25.24886014022787,22.134424259213237,24.24365474735922,14.857883998163327,0.0,8.325953876559247,264.1956305262999
2024-08-06,59.14574536582248,40.05702410271573,39.168659185364795,31.01557724890031,25.24886014022787,22.134424259213237,24.24365474735922,14.857883998163327,0.0,8.325953876559247,264.19778292432625
2024-08-09,59.14526705514995,40.05702410271573,39.168659185364795,31.016294714909094,25.24886014022787,22.134424259213237,24.24365474735922,14.857883998163327,0.0,8.325953876559247,264.19802207966245
2024-08-13,59.152202559901504,39.937446434585674,39.168659185364795,31.016533870245354,25.24886014022787,22.134424259213237,24.24365474735922,14.970526161541834,0.0,8.325953876559247,264.1982612349987
2024-08-14,59.11035037605599,39.936250657904374,39.168659185364795,31.017012180917874,25.24886014022787,22.11648760899373,24.24365474735922,15.0312716169519,0.0,8.325953876559247,264.198500390335
2024-08-15,59.1132202400911,39.936250657904374,39.168659185364795,31.017251336254137,25.24886014022787,22.11648760899373,24.24365474735922,15.065949140709614,0.0,8.325953876559247,264.2362869334641
2024-08-16,59.1132202400911,39.936250657904374,39.168659185364795,31.017490491590394,25.24886014022787,22.121270715718932,24.24365474735922,15.065949140709614,0.0,8.325953876559247,264.24130919552556
2024-08-19,59.113459395427356,39.936250657904374,39.168659185364795,31.017490491590394,25.24886014022787,22.121270715718932,24.24365474735922,15.065949140709614,0.0,8.325953876559247,264.2415483508618
2024-08-20,59.1132202400911,39.936250657904374,39.168659185364795,31.017729646926657,25.24886014022787,22.149730200733885,24.24365474735922,15.065949140709614,0.0,8.325953876559247,264.27000783587675
2024-08-21,59.11298108475484,39.936250657904374,39.168659185364795,31.017729646926657,25.24886014022787,22.149730200733885,24.24365474735922,15.065949140709614,0.0,8.325953876559247,264.2697686805405
2024-08-26,59.11274192941859,39.936250657904374,39.168659185364795,31.017968802262914,25.24886014022787,22.149730200733885,24.24365474735922,15.065949140709614,0.0,8.325953876559247,264.2697686805405
2024-08-27,59.12900449228427,39.936250657904374,39.168659185364795,31.017968802262914,25.257948043005758,22.149730200733885,24.24365474735922,15.065949140709614,0.0,8.325953876559247,264.29511914618405
2024-08-28,59.16487779272328,39.936250657904374,39.168659185364795,31.018207957599174,25.264405237084773,22.149730200733885,24.24365474735922,15.071928024116119,0.0,8.325953876559247,264.3436676794449
2024-08-29,59.16487779272328,39.936250657904374,39.168659185364795,31.018925423607957,25.264405237084773,22.149730200733885,24.24365474735922,15.071928024116119,0.0,8.325953876559247,264.34438514545366
2024-08-30,58.925722456463184,39.936250657904374,39.168659185364795,30.719981253282825,25.239772237449987,23.04154044964781,24.166885884419727,15.071928024116119,0.0,8.325953876559247,264.5966940252081
2024-09-02,58.66384736325837,39.888419590652354,39.168659185364795,30.6601924192178,25.22566207261064,23.585618839639547,24.166885884419727,15.071928024116119,0.0,8.325953876559247,264.7571672558386
2024-09-03,58.673652732045035,39.888419590652354,39.168659185364795,30.6601924192178,25.22566207261064,23.705196507769596,24.166885884419727,15.071928024116119,0.0,8.325953876559247,264.8865502927553
2024-09-04,58.22284492319474,40.34998938963435,40.03607558998019,30.6601924192178,25.077146608793115,25.918818300193113,24.166885884419727,13.515026785062844,0.0,8.325953876559247,266.27293377705513
2024-09-05,58.4586520847472,39.81093326170408,40.03607558998019,30.543006304450348,25.093409171658802,26.09029267629161,24.166885884419727,13.516222561744144,0.0,8.325953876559247,266.0414314115553
2024-09-09,58.45434728869452,39.822891028517084,40.26399062543607,30.244062134125222,25.082886336863357,25.916187591494257,24.166885884419727,13.54683444478544,1.0524459855954444,8.325953876559247,266.87648519649036
2024-09-10,58.44047627919144,39.88267986258211,40.26399062543607,30.24430128946148,25.082886336863357,25.92814535830726,24.166885884419727,13.54683444478544,1.0380966654198382,8.325953876559247,266.920250623026
2024-09-11,58.511505414060686,40.02019418093167,40.26399062543607,30.29811124012,25.082886336863357,25.940103125120267,24.166885884419727,13.527223707212107,1.0093980250686259,8.325953876559247,267.14625241579176
2024-09-12,58.58086046157611,39.99029976389916,40.26399062543607,30.300741948818867,25.082886336863357,25.612938625116442,24.166885884419727,13.527223707212107,1.0522068302591845,8.325953876559247,266.9039880601603
2024-09-13,58.605015150538385,39.99029976389916,40.26399062543607,30.300741948818867,25.082886336863357,25.58113096539385,24.166885884419727,13.527223707212107,1.0526851409317046,8.325953876559247,266.89681340007246
2024-09-16,58.70976518782031,40.19119024635764,40.26399062543607,29.653587608899024,25.082886336863357,25.76121493359771,24.166885884419727,13.527223707212107,1.0141811317938279,8.325953876559247,266.696879538959
2024-09-17,58.68369725616795,40.19119024635764,40.26399062543607,29.701657831487303,25.082886336863357,25.76121493359771,24.166885884419727,13.527223707212107,1.0141811317938279,8.325953876559247,266.71888182989494
2024-09-20,58.50911386069808,40.31076791448769,40.26399062543607,29.702136142159823,25.082886336863357,25.779151583817217,24.166885884419727,13.527223707212107,1.0105938017499265,8.325953876559247,266.67870373340327
2024-09-23,58.62247349008537,40.320334127938104,40.26399062543607,29.585428338064894,25.082886336863357,25.710992312983088,24.166885884419727,13.527223707212107,1.0105938017499265,8.325953876559247,266.6167625013119
2024-09-24,58.62343011143041,40.35118516631565,40.26399062543607,29.573470571251885,25.07571167677555,25.710992312983088,24.166885884419727,13.527223707212107,1.0105938017499265,8.325953876559247,266.62943773413366
2024-09-25,58.59640555843302,40.35118516631565,40.26399062543607,29.575144658605712,25.07571167677555,25.716971196389586,24.166885884419727,13.527223707212107,1.0105938017499265,8.325953876559247,266.6100661518966
2024-09-26,58.55048773387108,40.41001737903564,40.26399062543607,29.45867600984704,25.087669443588563,25.805936981478343,24.166885884419727,13.587012541277135,1.0093980250686259,8.325953876559247,266.6660285005815
2024-09-27,58.608363325246025,40.41001737903564,40.26399062543607,29.372340933457142,25.079299006819454,25.83009167044062,24.166885884419727,13.587012541277135,1.0093980250686259,8.325953876559247,266.6533532677597
2024-09-30,58.59664471376927,40.40523427231044,40.26399062543607,29.372580088793406,25.079299006819454,25.83009167044062,24.166885884419727,13.626951482432572,1.0093980250686259,8.325953876559247,266.67702964604945
2024-10-02,58.580621306239856,40.40523427231044,40.26399062543607,29.369710224758283,25.079299006819454,25.83009167044062,24.166885884419727,13.642257423953218,1.0093980250686259,8.325953876559247,266.67344231600555
2024-10-03,58.580621306239856,40.74244329643718,40.26399062543607,29.369710224758283,25.079299006819454,25.824112787034114,24.167364195092247,13.642257423953218,1.0093980250686259,8.325953876559247,267.0051507673983
2024-10-04,58.43067091040477,40.931376012082666,40.26399062543607,29.3666012053869,25.082647181527097,25.396263890464787,24.167364195092247,13.771401305533676,1.0093980250686259,8.325953876559247,266.74566722755605
2024-10-07,58.34648823204122,41.59479291486819,40.26399062543607,29.355600059918935,25.082647181527097,25.25540139740759,24.167364195092247,13.890978973663726,1.0093980250686259,8.325953876559247,267.2926154815829
2024-10-08,57.86411191880458,41.21788410492227,40.26399062543607,29.46082840787338,25.507147903388784,24.98037276070847,24.167364195092247,13.8311901395987,1.039292442101139,8.325953876559247,266.65813637448485
2024-10-09,57.87511306427254,41.20592633810926,40.26399062543607,29.408692544568677,25.626725571518833,25.040639905446017,24.167364195092247,14.01533974851898,1.039292442101139,8.325953876559247,266.969038311623
2024-10-10,57.83350003576329,41.19994745470276,40.26399062543607,29.410366631922496,25.680774677513618,24.98085107138099,24.167364195092247,14.01533974851898,1.039292442101139,8.325953876559247,266.9173807589909
2024-10-14,57.88563589906799,41.140158620637735,40.26399062543607,29.410844942595016,25.680774677513618,24.98085107138099,24.167364195092247,14.119850630464645,1.039292442101139,8.325953876559247,267.0147169808487
2024-10-15,57.90046352991611,41.140158620637735,40.26399062543607,29.410844942595016,25.680774677513618,24.98085107138099,24.167364195092247,14.119850630464645,1.039292442101139,8.325953876559247,267.0295446116968
2024-10-16,57.90046352991611,41.08036978657271,40.26399062543607,29.41180156394006,25.680774677513618,24.98085107138099,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.0352843397671
2024-10-17,57.90046352991611,41.08036978657271,40.26399062543607,29.41227987461258,25.6910583569728,25.01050633307724,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.075701591595
2024-10-18,57.90046352991611,41.08036978657271,40.26399062543607,29.412519029948843,25.6910583569728,25.010745488413505,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.07617990226754
2024-10-21,57.90046352991611,41.08036978657271,40.26399062543607,29.4127581852851,25.69942879374191,25.02222494455399,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.09626895051343
2024-10-22,57.90046352991611,41.08036978657271,40.26399062543607,29.41347565129388,25.769740462602375,25.05618500230292,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.20125814313155
2024-10-23,57.8999852192436,41.08036978657271,40.26399062543607,29.4139539619664,25.769740462602375,25.0557066916304,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.2007798324591
2024-10-24,57.92748808291351,41.08036978657271,40.26399062543607,29.41467142797518,25.794612617573424,25.0557066916304,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.2538723171088
2024-10-25,57.92772723824977,41.08036978657271,40.26399062543607,29.41467142797518,25.82259379191586,25.0557066916304,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.28209264678753
2024-10-28,57.92198751017953,41.08036978657271,40.26399062543607,29.4151497386477,25.83455155872886,25.0557066916304,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.2887889962028
2024-10-29,57.92246582085204,41.08036978657271,40.26399062543607,29.41562804932022,25.83455155872886,25.282904261077498,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.5169431869949
2024-10-30,57.92844470425855,41.08036978657271,40.26399062543607,29.41562804932022,25.83455155872886,25.282904261077498,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.5229220704014
2024-10-31,57.93442358766505,41.17196628036033,40.26399062543607,29.41562804932022,25.83455155872886,25.282904261077498,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.62049744759554
2024-11-01,57.860285433424416,41.19946914403024,40.26399062543607,29.41562804932022,25.83455155872886,25.282904261077498,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.5738621570248
2024-11-04,57.862916142123275,41.19946914403024,40.26399062543607,29.41610635999274,25.83455155872886,25.282904261077498,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.57697117639617
2024-11-05,57.86076374409694,41.19946914403024,40.26399062543607,29.416584670665262,25.83455155872886,25.282904261077498,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.57529708904235
2024-11-06,57.84880597728394,41.19946914403024,40.26399062543607,29.468003067961185,25.83455155872886,25.282904261077498,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.6147577195253
2024-11-07,57.84043554051483,41.19372941595999,40.26399062543607,29.754032850128265,25.83455155872886,25.282904261077498,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,267.88667733685304
2024-11-08,57.86554685082215,41.19372941595999,40.447901079020085,29.75451116080079,25.840530442135368,25.282904261077498,24.167364195092247,14.184422571254874,1.039292442101139,8.325953876559247,268.1021562948234
2024-11-11,57.86554685082215,41.22362383299251,40.447901079020085,29.754750316137045,25.840530442135368,25.282904261077498,24.167364195092247,14.184422571254874,1.0093980250686259,8.325953876559247,268.10239545015963
2024-11-12,57.86530769548588,41.22362383299251,40.510798932456495,29.75498947147331,25.840530442135368,25.28266510574124,24.167364195092247,14.184422571254874,1.0093980250686259,8.325953876559247,268.1650541482598
2024-11-13,57.864590229477095,41.22362383299251,40.510798932456495,29.755706937482092,25.840530442135368,25.28266510574124,24.167364195092247,14.184422571254874,1.0093980250686259,8.325953876559247,268.1650541482598
2024-11-14,57.875352219608814,40.984468496732404,40.510798932456495,29.75594609281835,25.852488208948373,25.462031607936318,24.167364195092247,14.192793008023976,1.0093980250686259,8.325953876559247,268.13659466324486
2024-11-18,57.875352219608814,40.99020822480265,40.510798932456495,29.75594609281835,25.852488208948373,25.462031607936318,24.167364195092247,14.192793008023976,1.0093980250686259,8.325953876559247,268.1423343913151
2024-11-20,57.87487390893629,40.99020822480265,40.510798932456495,29.75594609281835,25.870903169840396,25.602894100993517,24.167364195092247,14.192793008023976,1.0093980250686259,8.325953876559247,268.3011335345918
2024-11-21,52.035896374145864,40.99020822480265,40.510798932456495,29.75594609281835,25.854162296302192,25.620591595876768,24.167364195092247,14.192793008023976,1.0093980250686259,8.325953876559247,262.46311262114637
2024-11-22,51.98256473415985,41.071281883794825,40.510798932456495,29.75594609281835,25.84674848087813,25.501013927746712,24.167364195092247,14.192793008023976,1.0093980250686259,8.325953876559247,262.3638631565984
2024-11-25,52.018438034598866,41.031821253311904,40.510798932456495,29.75594609281835,25.84674848087813,25.501013927746712,24.167364195092247,14.1932713186965,1.0093980250686259,8.325953876559247,262.3607541372271
2024-11-26,52.01341577253741,41.031821253311904,40.510798932456495,29.75594609281835,25.84674848087813,26.26248451839889,24.167364195092247,14.1932713186965,1.0093980250686259,8.325953876559247,263.1172024658178
2024-11-27,52.037331306163416,40.71685367545735,40.510798932456495,29.75594609281835,25.84674848087813,26.26248451839889,24.167364195092247,14.1932713186965,1.0093980250686259,8.325953876559247,262.8261504215892
2024-11-28,52.03135242275692,40.71685367545735,36.146214045709606,29.75594609281835,25.84674848087813,26.26248451839889,24.167364195092247,14.1932713186965,1.0093980250686259,8.325953876559247,258.45558665143585
2024-11-29,52.01341577253741,40.71685367545735,36.146214045709606,29.75594609281835,25.840530442135368,26.26248451839889,24.167364195092247,14.1932713186965,1.0093980250686259,8.325953876559247,258.4314319624736
2024-12-02,51.99978391837058,40.75822754863035,36.146214045709606,29.75594609281835,25.83550818007391,26.26248451839889,24.167364195092247,14.1932713186965,1.0093980250686259,8.325953876559247,258.4541517194183
2024-12-03,51.98663037487628,40.75822754863035,36.146214045709606,29.75594609281835,25.83550818007391,26.26248451839889,24.167364195092247,14.1932713186965,1.0093980250686259,8.325953876559247,258.44099817592394
2024-12-04,52.02991749073935,40.75822754863035,36.146214045709606,29.75594609281835,25.83550818007391,26.26248451839889,24.167364195092247,14.1932713186965,1.0093980250686259,8.325953876559247,258.48428529178705
2024-12-05,52.02991749073935,40.727854820925316,36.146214045709606,29.75594609281835,25.83550818007391,26.26248451839889,24.167364195092247,14.1932713186965,1.0093980250686259,8.325953876559247,258.45391256408203
