date,FORTUNE ORIGIN SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,MIB SECURITIES (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-04-22,16.0,14.8552233,5.634399999999999,2.852,3.0644,2.8872,2.5276,2.2156,1.6824,51.718823300000004
2024-04-23,16.0,14.911623299999999,5.634399999999999,2.852,3.0644,2.87,2.5276,2.2156,1.6824,51.7580233
2024-04-24,26.0,14.911623299999999,5.634399999999999,2.852,3.0692,2.8452,2.5276,2.2156,1.7004,61.756023299999995
2024-04-26,42.39,15.124023300000001,5.634399999999999,2.8796,3.0504,2.8268,2.476,2.1736,1.7104000000000001,78.2652233
2024-04-29,42.39,15.1764233,5.634399999999999,2.8464,3.0504,2.8268,2.476,2.1736,1.7104000000000001,78.2844233
2024-04-30,42.39,15.1764233,5.6324,2.864,3.0504,2.8268,2.4427999999999996,2.1736,1.7104000000000001,78.2668233
2024-05-02,42.39,15.1984233,5.6324,2.8644,3.0484,2.8268,2.4384,2.1736,1.7104000000000001,78.2828233
2024-05-03,42.39,15.1984233,5.6324,2.9208000000000003,3.0484,2.8268,2.4384,2.1736,1.7104000000000001,78.3392233
2024-05-06,42.39,15.208423300000002,5.6324,2.9236,3.0484,2.8468,2.4324,2.1736,1.7104000000000001,78.3660233
2024-05-07,42.39,15.208423300000002,5.6324,2.928,3.0484,2.8468,2.4324,2.1736,1.7104000000000001,78.3704233
2024-05-08,42.39,15.3880233,5.6312,2.924,3.0108,2.8148,2.4148,2.1496,1.7104000000000001,78.4336233
2024-05-09,42.39,15.405623299999998,5.6312,2.9128000000000003,3.0056,2.8087999999999997,2.4148,2.1596,1.7104000000000001,78.43882330000001
2024-05-10,42.39,15.6848233,5.518,2.926,2.926,2.8087999999999997,2.4032,2.1296,1.7104000000000001,78.4968233
2024-05-13,42.39,15.6848233,5.518,2.924,2.9256,2.7836,2.4032,2.1395999999999997,1.7104000000000001,78.4792233
2024-05-14,42.39,15.6848233,5.518,2.926,2.924,2.7836,2.402,2.1395999999999997,1.7104000000000001,78.4784233
2024-05-16,42.39,15.6848233,5.518,2.9263999999999997,2.924,2.7836,2.402,2.1395999999999997,1.7104000000000001,78.4788233
2024-05-17,42.39,15.841223300000001,5.5064,2.92,2.8052,2.74,2.402,2.1496,1.7104000000000001,78.46482329999999
2024-05-20,42.39,15.847623299999999,5.5120000000000005,2.922,2.7912,2.7148,2.412,2.1496,1.71031,78.4495333
2024-05-21,42.39,15.875623299999999,5.5120000000000005,2.926,2.7868,2.7112000000000003,2.406,2.1496,1.71031,78.4675333
2024-05-22,42.39,15.852423299999998,5.5120000000000005,2.9288000000000003,2.7868,2.7084,2.396,2.1496,1.71031,78.4343333
2024-05-23,42.39,15.924823299999998,5.552,2.9244,2.7868,2.6604,2.396,2.1496,1.71031,78.4943333
2024-05-24,42.39,15.924823299999998,5.552,2.9244,2.7868,2.6564,2.396,2.1496,1.71031,78.4903333
2024-05-27,42.39,15.924823299999998,5.552,2.9295999999999998,2.7848,2.6839999999999997,2.396,2.1496,1.7259099999999998,78.5367333
2024-05-28,42.39,16.0936233,5.552,2.9312,2.7888,2.682,2.396,2.1496,1.7259099999999998,78.7091333
2024-05-31,42.39,16.0412233,5.552,2.9428,2.7888,2.682,2.396,2.1496,1.76751,78.7099333
2024-06-06,42.39,16.0412233,5.552,2.9096,2.7888,2.682,2.396,2.1496,1.76751,78.6767333
2024-06-14,42.39,16.0412233,5.552,2.9139999999999997,2.7888,2.686,2.396,2.1496,1.76751,78.6851333
2024-06-18,42.39,16.0412233,5.552,2.942,2.7888,2.686,2.396,2.1496,1.76751,78.71313330000001
2024-06-19,42.39,16.0408233,5.552,2.942,2.7844,2.686,2.396,2.1496,1.76751,78.70833329999999
2024-06-21,42.39,16.0408233,5.552,2.942,2.7844,2.6759999999999997,2.396,2.1496,1.76751,78.6983333
2024-06-25,42.39,16.0408233,5.552,2.942,2.7844,2.6759999999999997,2.3956,2.1496,1.76751,78.6979333
2024-06-26,42.39,16.0312233,5.552,2.944,2.7832,2.6759999999999997,2.3956,2.1496,1.76751,78.68913330000001
2024-06-27,42.39,16.0312233,5.552,2.944,2.7832,2.6759999999999997,2.3956,2.1683999999999997,1.76751,78.7079333
2024-07-04,42.39,16.0312233,5.552,2.9464,2.7832,2.6471999999999998,2.3956,2.1683999999999997,1.76751,78.6815333
2024-07-05,42.39,16.0312233,5.552,2.9444000000000004,2.7832,2.6471999999999998,2.4015999999999997,2.1683999999999997,1.76751,78.6855333
2024-07-08,42.39,16.0312233,5.552,2.9436,2.7832,2.6471999999999998,2.4015999999999997,2.1683999999999997,1.76751,78.6847333
2024-07-09,42.39,16.0312233,5.552,2.9423999999999997,2.7832,2.6471999999999998,2.4015999999999997,2.1683999999999997,1.76751,78.6835333
2024-07-10,42.39,16.0312233,5.5452,2.9423999999999997,2.7832,2.65,2.3948,2.1683999999999997,1.76751,78.6727333
2024-07-11,42.39,16.0312233,5.5452,2.9423999999999997,2.7824,2.6484,2.3948,2.1683999999999997,1.76751,78.6703333
2024-07-12,42.39,16.0296233,5.5452,2.944,2.7824,2.6484,2.3948,2.1683999999999997,1.76751,78.6703333
2024-07-17,42.39,16.0296233,5.5452,2.94,2.7824,2.6484,2.3948,2.1683999999999997,1.76751,78.6663333
2024-07-18,42.39,16.0296233,5.5452,2.9396,2.7824,2.6456,2.3948,2.1683999999999997,1.76751,78.6631333
2024-07-22,42.39,16.0296233,5.5452,2.9444000000000004,2.7824,2.6456,2.3948,2.1683999999999997,1.76751,78.6679333
2024-07-23,42.39,16.0296233,5.5120000000000005,2.9752,2.7824,2.6456,2.3948,2.1683999999999997,1.76751,78.6655333
2024-07-24,42.39,16.0296233,5.5120000000000005,2.976,2.7824,2.6456,2.3948,2.1683999999999997,1.76751,78.6663333
2024-07-31,42.39,16.0296233,5.5120000000000005,2.976,2.7816,2.6456,2.392,2.1683999999999997,1.76751,78.6627333
2024-08-01,42.39,16.0296233,5.5120000000000005,2.9947999999999997,2.7816,2.6456,2.392,2.1683999999999997,1.76751,78.6815333
2024-08-02,42.39,16.0296233,5.5120000000000005,2.9899999999999998,2.7816,2.6432,2.392,2.1683999999999997,1.76751,78.6743333
2024-08-05,42.39,16.0296233,5.5120000000000005,2.9996,2.7816,2.6432,2.392,2.1683999999999997,1.76751,78.68393329999999
2024-08-13,42.39,16.0296233,5.5120000000000005,2.9996,2.7816,2.6412,2.392,2.1683999999999997,1.76751,78.6819333
2024-08-19,42.39,16.0296233,5.5120000000000005,2.9992,2.782,2.6372,2.3864,2.1683999999999997,1.76751,78.67233329999999
2024-08-23,42.39,16.0136233,5.5120000000000005,3.0196,2.786,2.6172,2.3864,2.1683999999999997,1.76751,78.66073329999999
2024-08-26,42.39,16.0048233,5.5120000000000005,3.0292,2.786,2.6231999999999998,2.3864,2.1683999999999997,1.76751,78.6675333
2024-08-27,42.39,15.991623299999999,5.5120000000000005,3.0532,2.784,2.6231999999999998,2.3864,2.1683999999999997,1.76751,78.6763333
2024-08-30,42.39,15.991623299999999,5.5120000000000005,3.0528,2.784,2.6231999999999998,2.3864,2.1683999999999997,1.76751,78.6759333
2024-09-02,42.39,15.991623299999999,5.5120000000000005,3.0867999999999998,2.784,2.6231999999999998,2.3864,2.1683999999999997,1.76751,78.7099333
2024-09-05,42.39,15.991623299999999,5.5120000000000005,3.0932,2.784,2.6272,2.3864,2.1683999999999997,1.76751,78.72033330000001
2024-09-10,42.39,15.991623299999999,5.5120000000000005,3.0924,2.784,2.6272,2.3864,2.1683999999999997,1.76751,78.7195333
2024-09-11,42.39,15.991623299999999,5.5120000000000005,3.1096,2.7844,2.6272,2.386,2.1683999999999997,1.76751,78.7367333
2024-09-13,42.39,15.991623299999999,5.5120000000000005,3.1136,2.7844,2.6272,2.386,2.1683999999999997,1.76751,78.7407333
2024-09-19,42.39,15.991623299999999,5.505199999999999,3.1204,2.7844,2.6272,2.386,2.1683999999999997,1.76751,78.7407333
2024-09-24,42.39,15.991623299999999,5.505199999999999,3.1192,2.7844,2.6272,2.386,2.1683999999999997,1.76751,78.73953329999999
2024-09-30,42.39,15.991623299999999,5.505199999999999,3.1224,2.7844,2.6188,2.386,2.1683999999999997,1.76751,78.7343333
2024-10-02,42.39,16.007623300000002,5.505199999999999,3.1224,2.7844,2.6155999999999997,2.386,2.1683999999999997,1.76751,78.7471333
2024-10-03,42.39,16.008023299999998,5.505199999999999,3.1196,2.7844,2.6124,2.386,2.1683999999999997,1.76751,78.7415333
2024-10-04,42.39,16.0216233,5.505199999999999,3.0744000000000002,2.788,2.5947999999999998,2.426,2.1683999999999997,1.76751,78.7359333
2024-10-07,42.39,16.0216233,5.5767999999999995,3.0768,2.788,2.5944,2.426,2.1683999999999997,1.76751,78.8095333
2024-10-08,42.39,16.0216233,5.5648,3.0864,2.788,2.5944,2.426,2.1683999999999997,1.76751,78.8071333
2024-10-09,42.39,16.0216233,5.5648,3.0924,2.788,2.6084,2.426,2.1683999999999997,1.76751,78.8271333
2024-10-10,42.39,16.0216233,5.5748,3.0568,2.788,2.6172,2.426,2.1683999999999997,1.76751,78.8103333
2024-10-17,42.39,16.0216233,5.5748,3.1236,2.788,2.5432,2.426,2.1683999999999997,1.76751,78.8031333
2024-10-21,42.39,16.0216233,5.5748,3.1216,2.788,2.5432,2.418,2.1683999999999997,1.76751,78.7931333
2024-10-22,42.39,16.0216233,5.5748,3.11,2.7816,2.5524,2.418,2.1683999999999997,1.76751,78.7843333
2024-10-23,42.39,16.0216233,5.5748,3.106,2.7816,2.5564,2.418,2.1683999999999997,1.76751,78.7843333
2024-10-24,42.39,16.0216233,5.5748,3.1803999999999997,2.7816,2.5564,2.418,2.1683999999999997,1.76751,78.8587333
2024-10-25,42.39,16.0216233,5.5748,3.1772,2.7816,2.5564,2.418,2.1683999999999997,1.76751,78.8555333
2024-10-28,42.39,16.0216233,5.5748,3.1755999999999998,2.7816,2.5564,2.418,2.1683999999999997,1.76751,78.8539333
2024-10-29,42.39,16.0216233,5.5748,3.1755999999999998,2.7816,2.5564,2.418,2.1683999999999997,1.83911,78.9255333
2024-10-31,42.39,16.0216233,5.5748,3.1795999999999998,2.7816,2.5564,2.418,2.1683999999999997,1.83911,78.9295333
2024-11-01,42.39,16.0216233,5.5748,3.18,2.786,2.5564,2.418,2.1683999999999997,1.83911,78.9343333
2024-11-05,42.39,16.0216233,5.5748,3.1788,2.786,2.5564,2.418,2.1683999999999997,1.83911,78.93313330000001
2024-11-06,42.39,16.0216233,5.5748,3.1788,2.786,2.5532,2.418,2.1683999999999997,1.83911,78.9299333
2024-11-11,42.39,16.0216233,5.5748,3.1879999999999997,2.786,2.5532,2.418,2.1683999999999997,1.83911,78.9391333
2024-11-13,42.39,16.0216233,5.578799999999999,3.2012,2.7556000000000003,2.5532,2.418,2.1683999999999997,1.83911,78.9259333
2024-11-14,42.39,16.0216233,5.578799999999999,3.2287999999999997,2.7556000000000003,2.5308,2.4175999999999997,2.1683999999999997,1.8431099999999998,78.9347333
2024-11-15,42.39,16.0232233,5.578799999999999,3.2752000000000003,2.7556000000000003,2.5288,2.368,2.1683999999999997,1.8431099999999998,78.9311333
2024-11-18,42.39,16.0316233,5.578799999999999,3.2852,2.776,2.5056,2.368,2.1683999999999997,1.8431099999999998,78.9467333
2024-11-19,42.39,16.0316233,5.578799999999999,3.2852,2.7756,2.4968,2.368,2.1683999999999997,1.8431099999999998,78.9375333
2024-12-06,42.39,16.0316233,5.578799999999999,3.2956,2.7756,2.4968,2.358,2.1683999999999997,1.8431099999999998,78.9379333
2024-12-12,42.39,16.0316233,5.5756,3.2956,2.7756,2.4968,2.358,2.1683999999999997,1.8431099999999998,78.9347333
2024-12-17,42.39,16.0316233,5.5756,3.3023999999999996,2.7756,2.4968,2.358,2.1683999999999997,1.8423100000000001,78.9407333
2024-12-18,42.39,16.0316233,5.5756,3.2967999999999997,2.7756,2.4968,2.358,2.1683999999999997,1.8423100000000001,78.9351333
2024-12-23,42.39,16.0316233,5.5756,3.2996,2.774,2.4968,2.358,2.1683999999999997,1.8423100000000001,78.9363333
2024-12-30,42.39,16.0280233,5.5748,3.3028000000000004,2.774,2.4924,2.358,2.1683999999999997,1.8423100000000001,78.9307333
2025-01-02,42.39,16.0312233,5.5748,3.3028000000000004,2.774,2.4924,2.358,2.1683999999999997,1.8423100000000001,78.9339333
2025-01-03,42.39,16.0496233,5.5748,3.3368,2.7748,2.4692,2.358,2.1683999999999997,1.8423100000000001,78.9639333
2025-01-06,42.39,16.059623300000002,5.5748,3.3332,2.7736,2.4692,2.358,2.1683999999999997,1.8423100000000001,78.96913330000001
2025-01-07,42.39,16.0600233,5.5748,3.3332,2.7736,2.4692,2.358,2.1683999999999997,1.8423100000000001,78.96953330000001
2025-01-13,42.39,16.0600233,5.5748,3.3352,2.7736,2.4692,2.358,2.1683999999999997,1.8423100000000001,78.97153329999999
2025-01-15,42.39,16.0600233,5.5748,3.4484,2.7736,2.4692,2.358,2.1683999999999997,1.8423100000000001,79.0847333
2025-01-16,42.39,16.0600233,5.5748,3.4791999999999996,2.7732,2.4692,2.358,2.1683999999999997,1.8423100000000001,79.1151333
2025-01-17,42.39,16.0600233,5.5531999999999995,3.5644,2.7732,2.4692,2.358,2.1683999999999997,1.8423100000000001,79.1787333
2025-01-20,42.39,16.0600233,5.5531999999999995,3.5915999999999997,2.7732,2.4692,2.358,2.1683999999999997,1.8423100000000001,79.2059333
2025-01-21,42.39,16.0600233,5.5531999999999995,3.596,2.7732,2.4672,2.358,2.1683999999999997,1.8423100000000001,79.2083333
2025-01-24,42.39,16.0600233,5.5531999999999995,3.5976,2.7732,2.4672,2.358,2.1683999999999997,1.8423100000000001,79.2099333
2025-01-27,42.39,16.0600233,5.5531999999999995,3.6092,2.7732,2.4672,2.358,2.1683999999999997,1.8423100000000001,79.2215333
2025-02-04,42.39,16.0600233,5.5531999999999995,3.6088,2.7732,2.4672,2.358,2.1683999999999997,1.8423100000000001,79.2211333
2025-02-05,42.39,16.0600233,5.5531999999999995,3.608,2.7732,2.4672,2.358,2.1683999999999997,1.8423100000000001,79.22033330000001
2025-02-06,42.39,16.0600233,5.5531999999999995,3.612,2.7732,2.4672,2.358,2.1683999999999997,1.8423100000000001,79.22433330000001
2025-02-07,42.39,16.0600233,5.5531999999999995,3.612,2.7732,2.4663999999999997,2.358,2.1683999999999997,1.8423100000000001,79.2235333
2025-02-14,42.39,16.0600233,5.5531999999999995,3.6116,2.7732,2.4663999999999997,2.358,2.1683999999999997,1.8423100000000001,79.2231333
2025-02-19,42.39,16.0600233,5.5531999999999995,3.6108000000000002,2.7732,2.4663999999999997,2.358,2.1683999999999997,1.8423100000000001,79.2223333
2025-02-20,42.39,16.0600233,5.5528,3.6704,2.7428,2.4663999999999997,2.358,2.1683999999999997,1.8423100000000001,79.25113329999999
2025-02-24,42.39,16.0600233,5.5528,3.6704,2.7404,2.4663999999999997,2.358,2.1683999999999997,1.8423100000000001,79.2487333
2025-02-25,42.39,16.0600233,5.5528,3.672,2.7404,2.4663999999999997,2.358,2.1683999999999997,1.8423100000000001,79.2503333
2025-02-26,42.39,16.0600233,5.5528,3.6828,2.7404,2.4663999999999997,2.358,2.1683999999999997,1.8423100000000001,79.2611333
2025-02-27,42.39,16.0600233,5.5528,3.6836,2.7404,2.4663999999999997,2.358,2.1683999999999997,1.8423100000000001,79.2619333
2025-03-03,42.39,16.0600233,5.5528,3.692,2.7404,2.4652,2.342,2.1683999999999997,1.8423100000000001,79.2531333
2025-03-04,42.39,16.0600233,5.5528,3.692,2.7404,2.4652,2.342,2.1708000000000003,1.8423100000000001,79.2555333
2025-03-06,42.39,16.0600233,5.5528,3.7220000000000004,2.7404,2.4652,2.342,2.1952,1.8423100000000001,79.3099333
2025-03-07,42.39,16.0600233,5.552,3.7171999999999996,2.7404,2.4652,2.332,2.2132,1.8423100000000001,79.3123333
2025-03-10,42.39,16.0600233,5.552,3.714,2.76,2.4644,2.332,2.2196000000000002,1.8423100000000001,79.3343333
2025-03-11,42.39,16.0600233,5.552,3.714,2.76,2.4644,2.332,2.22,1.8423100000000001,79.33473330000001
2025-03-17,42.39,16.0500233,5.552,3.7068,2.76,2.4644,2.332,2.2312,1.8423100000000001,79.3287333
2025-03-18,42.39,16.0396233,5.552,3.7131999999999996,2.7492,2.4644,2.332,2.2412,1.8423100000000001,79.32393330000001
2025-03-19,42.39,16.0396233,5.552,3.7159999999999997,2.7548,2.4344,2.332,2.2651999999999997,1.8423100000000001,79.3263333
2025-03-21,42.39,16.0396233,5.552,3.7159999999999997,2.7548,2.4344,2.332,2.2800000000000002,1.8423100000000001,79.3411333
2025-03-26,42.39,16.0396233,5.552,3.7088,2.7544,2.4344,2.33,2.2916,1.8423100000000001,79.3431333
2025-03-27,42.39,16.0396233,5.552,3.7083999999999997,2.7544,2.4344,2.33,2.2916,1.8423100000000001,79.3427333
2025-03-28,42.39,16.0396233,5.552,3.7136000000000005,2.754,2.4344,2.33,2.2916,1.8423100000000001,79.3475333
2025-03-31,42.39,16.0396233,5.552,3.7228,2.7536,2.4344,2.33,2.2916,1.8423100000000001,79.3563333
2025-04-01,42.39,16.0396233,5.552,3.728,2.7536,2.4344,2.33,2.2916,1.8423100000000001,79.36153329999999
2025-04-02,42.39,16.0396233,5.552,3.6935999999999996,2.7888,2.4324,2.33,2.3047999999999997,1.8395100000000002,79.3707333
2025-04-03,42.39,16.0396233,5.552,3.688,2.7888,2.4324,2.33,2.3047999999999997,1.8395100000000002,79.3651333
2025-04-07,42.39,16.0396233,5.552,3.688,2.7851999999999997,2.4324,2.33,2.3047999999999997,1.8395100000000002,79.36153329999999
2025-04-08,42.39,16.0396233,5.552,3.688,2.8052,2.4324,2.33,2.3047999999999997,1.8395100000000002,79.3815333
2025-04-11,42.39,16.0396233,5.552,3.6948000000000003,2.8052,2.4324,2.33,2.3047999999999997,1.8395100000000002,79.3883333
2025-04-15,42.39,16.0396233,5.552,3.694,2.8052,2.4324,2.33,2.3047999999999997,1.8395100000000002,79.3875333
2025-04-16,42.39,16.0396233,5.552,3.6999999999999997,2.818,2.4324,2.33,2.3047999999999997,1.8395100000000002,79.4063333
2025-04-17,42.39,16.0396233,5.552,3.6968,2.818,2.4324,2.33,2.3047999999999997,1.8395100000000002,79.4031333
2025-04-23,42.39,16.0396233,5.552,3.6844,2.818,2.4312,2.33,2.3047999999999997,1.8395100000000002,79.38953330000001
2025-04-25,42.39,16.0396233,5.542,3.6844,2.818,2.4312,2.33,2.3047999999999997,1.8395100000000002,79.3795333
2025-04-30,42.39,16.0396233,5.542,3.6844,2.818,2.4312,2.34,2.3047999999999997,1.8395100000000002,79.38953330000001
2025-05-02,42.39,16.0396233,5.542,3.6752,2.818,2.4344,2.34,2.3047999999999997,1.8395100000000002,79.3835333
