date,THE HONGKONG AND SHANGHAI BANKING,ZHONGTAI INTERNATIONAL SECURITIES LTD,ORIENT SECURITIES (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,SHANGHAI COMMERCIAL BANK LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD
2024-10-02,30.18165813060179,30.42373559539053,22.71326824583867,11.355633802816902,0.0,0.0,5.325704225352112,0.0
2024-10-07,28.8877566083648,28.965852218343898,21.62486488030895,10.811480054666928,0.0,4.750022619155329,4.960023619160092,0.0
2024-10-10,28.89046555591004,28.964748794087814,21.624041103391793,10.811068202488489,0.0,4.749841671944269,4.959834672177594,0.0
2024-10-17,28.93841905188902,29.012825588217055,21.65993351108228,10.829012825588217,0.0,4.75772564020624,4.802083383017186,0.0
2024-10-21,28.943941150372822,29.018361885134457,21.66406671150993,10.83107924377084,0.0,4.758633520816338,4.783917488395613,0.0
2024-10-22,28.95278089284436,29.02722435637422,21.670683114218225,10.834387153730523,0.0,4.760086850707451,4.754837632125217,0.0
2024-10-23,28.95820509517061,29.025008231100678,21.669028634687052,10.83355998683024,0.0,4.75972343501725,4.754474617194173,0.0
2024-10-24,27.718655103548272,27.735069624928187,20.706006802907197,10.352091483599157,0.0,4.548190299017865,4.543174750818446,4.396811935180879
2024-10-28,26.327509994047,26.34310070268935,19.666812801843374,9.832540250441555,5.01880449936834,4.319925519650922,4.315161692010204,4.176144539949257
2024-10-31,8.130925286746539,8.13574028395543,6.073851479170513,3.0366582397403183,1.5499955910140557,1.334155476630095,1.3332192271728107,1.2897505023703264
2024-11-04,26.319759057585816,26.33534517625395,19.66102280436714,9.85735416211202,5.01732694092113,4.318653714294949,4.3156230801094795,4.174915064355508
2024-11-05,26.332516725766876,26.330785234661814,19.657618515756926,9.855647370006908,5.016458195224192,4.317905943245735,4.314875833811879,4.174192181525677
2024-11-11,26.32249195542105,26.32941756009261,19.65659745904724,9.855135447625905,5.016197630176856,4.317681662423946,4.328502919723254,4.173975365489134
2024-11-18,26.32631871635557,26.32805002759563,19.655576508403577,9.854623578422721,5.015937092196671,4.317457404900151,4.328278100150527,4.173758571975154
2024-11-25,26.3304214702738,26.332153051325374,19.658639678549157,9.856159345574014,5.0167187873428984,4.318130247369149,4.313368399477314,4.174409020088292
2024-11-28,26.366122317931346,26.319392286253247,19.649112949683246,9.85138297450868,5.014287646609612,4.31603764804656,4.31127810778305,4.172386069184259
2024-12-16,26.390328193342995,26.31074023707906,19.64265364053124,9.848144501180641,5.012639285476491,4.314618824634438,4.309860848988225,4.171014468766907
2024-12-30,26.396695515710576,26.30846432739617,19.640954528107365,9.847292625208063,5.012205686338503,4.314245605079516,4.309488041003739,4.170653671156067
2025-01-03,26.4157908751584,26.301638960160666,19.635858954080625,9.844737881320082,5.010905338889734,4.313126333721356,4.308370003929783,4.169571652739352
2025-01-07,26.42597101613126,26.29800021217905,19.6331423955329,9.843375893188872,5.010212096095414,4.312529626430033,4.307773954661539,4.168994805780933
2025-01-10,26.432332173966795,26.2957265059213,19.631444928107094,9.842524841961204,5.009778916747036,4.312156768208144,4.307401507611623,4.168634357476805
2025-01-13,26.445051190321472,26.291180272699965,19.628050873674145,9.840823180917221,5.008912782725687,4.311411245153255,4.306656806687421,4.167913647820836
2025-01-14,26.44093698570003,26.28709000663836,19.62499722794537,9.83929218897781,5.008133518130176,4.310740494775722,4.3215443556648845,4.167265222167648
2025-01-17,26.437122122823908,26.28845328724143,19.626015004277765,9.839802466691538,5.008393246052937,4.310964055044277,4.3217684762348645,4.167481341633279
2025-01-20,26.449836793894555,26.28390956836924,19.62262282696758,9.83810174677173,5.00752759105746,4.310218944309909,4.321021498055047,4.166761030574482
2025-01-21,26.445722982543142,26.27982156410727,19.619570869817178,9.836571601426881,5.006748757372885,4.309548564838068,4.335902696412517,4.166112963482055
2025-01-22,30.066865978975866,24.987803636587934,18.654996691404143,9.348038067241978,4.7605975749026825,4.0976744472112285,4.122732907489914,3.9612906961862535
2025-01-23,30.068015085773364,24.98739304931174,18.654690161691075,9.34788446488686,4.760519351109197,4.0976071162439105,4.122665164774324,3.9612256062095272
2025-02-05,26.448365251758222,26.28072989960058,19.620249000471187,9.831726994070342,5.0069218105875475,4.309697520032152,4.336052562510544,4.166256960969428
2025-02-10,26.447451122318515,26.27982156410727,19.619570869817178,9.83138718210076,5.006748757372885,4.309548564838068,4.339358975963264,4.166112963482055
2025-02-11,26.448722191205626,26.27936741990617,19.61923182206844,9.831217284924456,5.00666223525138,4.309474091102191,4.339283987070717,4.1660409684710205
2025-02-13,26.45126419719159,26.278459178591007,19.61855376172445,9.830877508187298,5.006489199979242,4.3093251513520965,4.339134017060697,4.16589698591361
2025-02-14,26.458075612822263,26.276642884286055,19.617197781633433,9.830198025166265,5.006143165314122,4.309027302734816,4.337106177389229,4.165609050653818
2025-02-19,26.46391904731924,26.28072989960058,19.620249000471187,9.831726994070342,5.0069218105875475,4.309697520032152,4.320498766949527,4.166256960969428
2025-02-20,26.451208348773648,26.28527251910089,19.62364035702981,9.83342640633688,5.007787256134158,4.310442450483845,4.321245564394832,4.166977097745937
2025-02-27,26.444851351576943,26.28754441779517,19.62533647499366,9.834276332796524,5.008220091111243,4.31081501228886,4.321619059938707,4.167337259498896
2025-03-04,30.065566520039628,24.993553275583157,18.659289165364342,9.350189030367105,4.761692977998341,4.098617313144308,4.108889536986775,3.962202180516347
2025-03-06,30.064417089700097,24.993964065332896,18.65959584623689,9.350342708468393,4.76177124036645,4.098684677314652,4.108957069989626,3.9622673025909965
2025-03-12,30.078406873966806,25.000127532379384,18.664197269356425,9.352648486335656,4.762945484677844,4.099695405659965,4.078734556969374,3.963244390654541
2025-03-13,30.086932745631962,24.993553275583157,18.659289165364342,9.350189030367105,4.761692977998341,4.098617313144308,4.087523311394444,3.962202180516347
2025-03-17,31.861628868913723,26.467813296709874,13.84221208316786,9.901715647069278,5.0425643496252315,4.340376761272457,4.347773894599939,4.195915098641635
2025-03-18,31.85331275592393,26.46090500815772,13.838599166823062,9.899131228474339,5.041248204268623,4.339243891898028,4.372739809660048,4.194819934794254
2025-03-19,31.85457571205838,26.45906340688616,13.837636040965714,9.898442278015082,5.040897348200006,4.338941893267729,4.375915332959735,4.19452798764719
2025-03-20,31.857409214075886,26.449859244291986,13.832822421901373,9.89499896368627,5.039143800158645,4.337432530443423,4.395264964182669,4.193068861259743
2025-03-21,38.87434179031201,23.726204671908597,12.408397827032886,8.876068809001644,4.520241717337113,3.890788643425532,3.9426658253378726,3.761290715644351
2025-03-24,38.868277499477536,23.722503448970738,12.406462150961023,8.87468416658082,4.519536572011081,3.890181691054829,3.9576505063483105,3.76070396459566
2025-03-25,38.88734431325152,23.71510446629836,12.402592610013206,8.8719161773375,4.518126941157599,3.8889683542336773,3.9564161261918156,3.759531011516326
2025-03-26,38.925442281727136,23.70032033865409,12.394860764997434,8.866385375590394,4.51531031576571,3.8865439497940844,3.9539496744371294,3.7571872990340207
2025-03-27,38.93495935297609,23.696627186452705,12.39292930978223,8.865003752464617,4.514606708050947,3.885938320919079,3.95333354192349,3.756601827430845
2025-03-31,13.378737244747382,8.13574028395543,4.254852533589633,3.043613235708716,1.5499955910140557,1.334155476630095,1.3358942256221942,1.2897505023703264
2025-04-01,38.97827251547778,23.704014642200697,12.396792822346429,8.867767429439057,4.516014142831133,3.8871497674747144,3.8922157270714233,3.7577729531587645
2025-04-03,38.97637009551753,23.704753641118824,12.397179306097062,8.868043891913263,4.516154934575324,3.8872709536752854,3.892337071208898,3.757890105893812
2025-04-07,39.04829767149419,23.699212272126918,12.394281265221634,8.865970843435921,4.515099210424127,3.886362241311008,3.896102497554896,3.6946739984313073
2025-04-08,39.07488316747795,23.688875312064948,12.388875212524004,8.862103745008055,4.513129845380341,3.8846671144513687,3.8944031222570112,3.693062480836324
2025-04-09,39.08376363099795,23.68481683018195,12.386752696155524,8.862142944942152,4.512356636206339,3.8840015762652884,3.893735916055427,3.6924297691953614
2025-04-10,39.0962939617825,23.682972525367532,12.38578815639166,8.869239727228782,4.512005265067258,3.883699134289162,3.8778589852150427,3.6921422446580574
2025-04-11,39.0999475541426,23.685185725615305,12.386945622135762,8.86072345584438,4.51242691700136,3.884062070313222,3.878221375470646,3.6924872794767203
2025-04-17,39.09906917162959,23.68371021282498,12.386173954270866,8.864843725350154,4.512145806956095,3.8838201054272568,3.877979774441652,3.6922572490994154
2025-04-22,39.10028708426,23.68444794623947,12.386559776184818,8.862004919714774,4.512286357600523,3.883941084101709,3.8781005711932846,3.6923722607054135
2025-04-25,39.087147465723696,23.685923550956776,12.387331492125945,8.871902449283212,4.512567485159426,3.8841830640625012,3.8783421872744377,3.6926023054140047
2025-04-28,39.08836512078779,23.68666142226818,12.387717386157613,8.872178829567932,4.512708062075538,3.884304065350251,3.8784630066053634,3.6896021071873313
2025-04-30,13.435447211874315,8.13574028395543,4.254852533589633,3.0473582335378526,1.5499955910140557,1.334155476630095,1.3321492277930571,1.2672805153955036
2025-05-02,39.126292257101966,23.671912725432648,12.380004070846704,8.866654493592712,4.509898186849635,3.8818854711019704,3.876048049340915,3.687304745733451
