date,UOB KAY HIAN (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD,ORIENT SECURITIES (HONG KONG) LTD,KGI ASIA LTD,HANTEC SECURITIES CO LTD
2025-03-31,23.356263426431987,23.17909960578098,15.276568257732157,10.213000511118128,6.412199150242744,5.3568145282430155,5.079604451775332,8.716562681048268,2.409887387627389
2025-04-02,24.707322467639543,24.519910484545115,16.246773125468575,10.803778514708725,6.783117198125127,5.66668313043836,5.373437647395253,3.34968845896526,2.5492889727140424
2025-04-03,24.68215369074888,24.494932619899004,16.332090596993023,10.792772955876154,6.776207393810782,5.660910611639251,5.367963850974766,3.3462762089496083,2.546692071108532
2025-04-07,24.666924827263735,24.479819271622347,16.32201371386342,10.786113826043705,6.772026480806175,5.719117732930563,5.3646518227901945,3.3442115599644273,2.545120764715438
2025-04-08,24.63386684881042,24.44547161700636,16.47266755512109,10.771658553610951,6.762950785029117,5.674482793160323,5.357462254345437,3.3397297336132796,2.541709859303019
2025-04-09,24.581662858292198,24.39061643483081,16.657027383531776,10.747487152807212,6.747774849658783,5.661749359653796,5.3454402090126605,3.3322354424077454,2.536006309805023
2025-04-11,24.56090065861062,24.36847992169579,16.728956321117433,10.738409594644114,6.7420755342934,5.6569673247105206,5.340925335562266,3.3294209648827655,2.53386434448309
2025-04-14,24.561277840102584,24.367318449240887,16.729213227522937,10.738574504286824,6.742179072276159,5.657054198697968,5.341007356096225,3.3294720947653524,2.533903257011062
2025-04-15,25.175557417559812,23.75303887178366,16.729213227522937,10.738574504286824,6.742179072276159,5.657054198697968,5.341007356096225,3.3294720947653524,2.533903257011062
2025-04-17,25.184065949124246,23.761066637669426,16.747156909130446,10.742203798312426,6.744457712724833,5.726559691985595,5.342812445410495,3.216917220538787,2.534759635103746
2025-04-22,25.179810964560744,23.747836326109383,16.77043867906004,10.740388844705167,6.743318200006164,5.7255921586595395,5.341909748263544,3.2163737049228773,2.5343313737125412
2025-04-23,25.180949036857246,23.744476841258308,16.775294204983982,10.739564068518536,6.742800366960204,5.725152478855102,5.34149953220757,3.2161267130795195,2.5341367572795335
2025-04-24,25.21875614374935,23.72225234834845,16.836312914693874,10.729511989161665,6.736489201633214,5.7366722497656415,5.336499964549154,3.1517403468133613,2.5317648412852884
2025-04-25,25.22565403206867,23.721524380816223,16.789765581359084,10.729182731372394,6.736282478201222,5.777923815721555,5.3363362027506165,3.1516436289887295,2.5316871487215034
2025-04-28,25.263609115790082,23.735047038882332,16.74091622394486,10.728359675302185,6.7357657251247645,5.777480580165895,5.335926842222951,3.1514018603950813,2.531492938171848
2025-04-30,25.279122793568288,23.749622069319358,16.689789142620484,10.734947661774289,6.739901971001992,5.781028369861331,5.339203486082461,3.1533370483877277,2.533047457384071
2025-05-02,25.37187300936318,23.79052754783612,16.467869643963628,10.75343714214057,6.751510531107716,5.820204065117047,5.348399534459951,3.1587682405352258,2.5374102854765574
