date,SILVERBRICKS SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,YUET SHEUNG INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,USMART SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FULBRIGHT SECURITIES LTD
2024-06-06,0.0,57.21438258876551,0.0,33.87038194246102,0.0,0.0,8.915235468773473
2024-06-11,0.0,57.44455415130826,0.0,33.95635427985713,0.0,0.0,8.59909156883461
2024-06-13,0.0,57.428498175763984,0.0,33.969165857388916,0.0,0.0,8.6023359668471
2024-06-25,0.0,57.4231434912011,0.0,33.97343853183628,0.0,0.0,8.603417976962612
2024-07-09,0.0,57.437592602802056,0.0,33.956824583221184,0.0,0.0,8.605582813976763
2024-07-16,0.0,57.249342583852766,0.0,34.1070128188535,0.0,0.0,8.643644597293736
2024-07-19,0.0,57.21886426070256,0.0,34.11339378263884,0.0,0.0,8.667741956658602
2024-07-22,0.0,57.25677961790549,0.0,34.08316032837631,0.0,0.0,8.660060053718201
2024-07-30,0.0,57.251367253478605,0.0,34.08747611185889,0.0,0.0,8.661156634662511
2024-07-31,0.0,57.30542929504663,0.0,34.044367398618036,0.0,0.0,8.65020330633534
2024-08-05,0.0,57.300029244926655,0.0,34.04867336275398,0.0,0.0,8.651297392319362
2024-08-15,0.0,57.397021622752995,0.0,33.97133228422658,0.0,0.0,8.631646093020423
2024-08-16,0.0,56.98319127616106,0.0,34.42851416251208,0.0,0.0,8.588294561326865
2024-08-20,0.0,46.47922618121862,0.0,28.08215301750108,0.0,18.43344477503277,7.0051760262475335
2024-08-30,0.0,46.53398332423558,0.0,28.053422146116258,0.0,18.414585504139946,6.998009025508213
2024-09-03,0.0,46.8223356935763,0.0,27.902124719322636,0.0,18.3152721516464,6.960267435454662
2024-09-24,0.0,46.893913364214455,0.0,27.944778915523667,0.0,18.190400069562322,6.970907650699558
2024-09-27,0.0,47.21584007037133,0.0,27.732802158133897,0.0,18.133328349115644,6.918029422379133
2024-10-03,0.0,47.39142884555875,0.0,27.640547800577497,0.0,18.07300705350087,6.895016300362878
2024-10-04,0.0,47.07666968935227,0.0,27.805922288267993,0.0,18.181138567538262,6.936269454841468
2024-10-07,0.0,47.185346914966495,0.0,27.73324965970238,0.0,18.14555597844395,6.935847446887176
2024-10-08,0.0,47.251536443686035,0.0,27.730437757861388,0.0,18.082881584055073,6.93514421439751
2024-10-09,0.0,47.214072318733955,0.0,27.750133053517295,0.0,18.09572478913602,6.940069838612735
2024-10-10,0.0,47.06906796414776,0.0,27.82636341092246,0.0,18.145434228925772,6.959134396004007
2024-10-22,0.0,47.133612577324186,0.0,27.792431609735807,0.0,18.123307468859824,6.9506483440801805
2024-10-28,0.0,47.17119095917441,0.0,27.772676247992877,0.0,18.110425094980016,6.945707697852697
2024-10-29,0.0,47.185565395349585,0.0,27.781139391577405,0.0,18.085470955727875,6.947824257345135
2024-10-30,0.0,47.18020015139262,0.0,27.78396158576265,0.0,18.087308198983067,6.948530063861664
2024-11-06,0.0,47.17483381725009,0.0,27.78678435340092,0.0,18.089145815555124,6.949236013793867
2024-11-18,0.0,46.24284133197206,0.0,27.237824831726016,0.0,19.707387882042113,6.811945954259814
2024-11-20,0.0,46.183886404631714,0.0,27.267696276267568,0.0,19.729000773226126,6.819416545874595
2024-11-26,0.0,46.269596347014804,0.0,27.2242685272047,0.0,19.697579486801338,6.808555638979163
2024-12-04,0.0,46.38098683981755,0.0,27.360441839023448,0.0,19.415959906938884,6.842611414220123
2024-12-05,0.0,46.375622354750945,0.0,27.363179201630672,0.0,19.417902438530493,6.84329600508789
2024-12-11,0.0,46.47131434089371,0.0,27.319447023227106,0.0,19.376879672849075,6.832358963030105
2024-12-16,0.0,46.4806000761141,0.0,27.324905899418212,0.0,19.360769843406608,6.833724181061081
2024-12-19,0.0,46.49129199868035,0.0,27.319447023227106,0.0,19.356902015062435,6.832358963030105
2024-12-20,0.0,46.53332499566046,0.0,27.30308347348251,0.0,19.335324951017167,6.828266579839866
2025-01-03,0.0,46.53797080956064,0.0,27.295825527798833,0.0,19.337255359416535,6.828948303223995
2025-01-06,0.0,46.54261755121494,0.0,27.28856613272671,0.0,19.33918615331226,6.829630162746094
2025-01-07,0.0,46.33419567573453,0.0,27.13144233765381,0.9530254169099032,18.791030474218697,6.790306095483061
2025-01-10,0.0,46.366416364589256,0.0,27.15030947776474,0.9536881485054574,18.73455795103916,6.7950280581013836
2025-01-14,0.0,46.499288745474814,0.0,27.083047027308076,0.9513254718703166,18.68814476827079,6.778193987076006
2025-01-21,0.0,46.38772027949917,0.0,27.139525043019074,0.9533093319172453,18.72711635565413,6.792328989910372
2025-02-04,80.23272563306169,9.217084516941386,0.0,5.351860925740383,0.18861183879261265,3.6658577340665652,1.3438593513973651
2025-02-05,80.28951395629818,9.154794919186285,0.0,5.353682848960499,0.18874533731186485,3.6684524098961413,1.344810528347037
2025-02-10,80.28004365384889,9.16551028568671,0.0,5.35305137178124,0.1887230744366504,3.668019708885379,1.344651905361134
2025-02-12,80.29424994545134,9.084551251035025,0.0,5.38939048168284,0.21038481632253336,3.666702585450074,1.354720920058182
2025-02-13,80.15083973122327,9.248894247360475,0.0,5.375839312971583,0.2100090567681487,3.6562282378114923,1.3581894138650366
2025-02-14,80.1115309764181,9.224740879599304,0.0,5.508562797996475,0.20990606103476595,3.5543864132350076,1.3908728717163463
2025-02-17,74.33804841326521,8.547189185860587,7.274159254093293,5.04603840148814,0.19477853858558117,3.2927676019927237,1.3070186047144605
2025-02-18,74.30558531050141,8.583487100545295,7.270982660351242,5.043834818441852,0.19469347964403977,3.291329664687099,1.3100869658290526
2025-02-19,74.0455550259487,8.711197632393151,7.24553806312146,5.251020578278215,0.1940121553438429,3.250800586626032,1.3018759582885906
2025-02-20,74.07376020420145,8.6056825684143,7.248298008570391,5.2766013280608774,0.22673604881664136,3.224830544551279,1.34409129738505
2025-02-21,74.22185337818465,8.448406195431161,7.262789286657342,5.265340481342923,0.22718935456260453,3.2312778396471944,1.3431434641741182
2025-02-24,74.2501930519565,8.413449613459353,7.265562392820682,5.26553270510728,0.22727610087652284,3.2325116185906437,1.3454745171890152
2025-02-25,74.248843052953,8.429660223897871,7.265430292127243,5.229073453492981,0.22727196859757393,3.232452845848318,1.3672681630830046
2025-02-26,74.32857707856152,8.413230835456556,7.273232460903882,5.216487545783415,0.22751603043367996,3.1740397380154004,1.3669163108455495
2025-02-27,74.22994822011682,8.578385229368376,7.263581386673527,5.165940515747288,0.22721413246601374,3.1698280077721632,1.3651025078558106
2025-02-28,74.29612224564643,8.613322634293901,7.2700566763866865,5.106869141796153,0.22741668782490887,3.172653825175251,1.3135587888766735
2025-03-03,74.26909819393602,8.60837100123823,7.267412307049204,5.112286285063891,0.22733396856385144,3.1714998219993213,1.3439984221494898
2025-03-04,73.53356440510625,8.634757804239976,7.195438532771862,4.964420429142148,0.23048451756626587,3.1220838531629522,2.31925045801055
2025-03-05,73.12275636402907,8.604424234564267,7.15523996450915,5.3521051686481105,0.23277807692347086,3.0652485759371397,2.467447615388791
2025-03-06,73.22240154142973,8.635873024577517,7.168576569352206,5.386294150658836,0.23488832680968957,2.818399930820188,2.5335664563518425
2025-03-07,73.31442055748344,8.39358932401573,7.177585361040695,5.1955807991124985,0.23518351233024784,2.9242735876082895,2.7593668584090913
2025-03-10,73.31573679049777,8.388354037669634,7.177714222112547,5.2064460340486205,0.23518773464150663,2.9279167402959874,2.748644440733944
2025-03-11,73.47535058071634,8.395820697157559,7.193340637698752,5.054050488067982,0.2356997557625154,2.8785147538583136,2.767223086738539
2025-03-12,73.28021507980893,8.62833592042502,7.174236596446263,4.974233077876198,0.2386626981809287,2.97853739014365,2.725779237119028
2025-03-13,73.2250274504646,8.72942418328677,7.168833649556958,4.970486962624284,0.23848296032793279,2.9655356116778444,2.702209182061614
2025-03-14,73.13323255678831,8.754298119788412,7.15984679976589,4.946347388932814,0.23818399809126148,3.05673344407564,2.7113576925576686
2025-03-17,73.15419395034289,8.72814534354146,7.169064431502613,4.947765107398855,0.23825226621435472,3.054026821931381,2.7085520790684536
2025-03-18,73.37237955389465,8.72003986921106,7.19403990826442,4.883466651014659,0.24614971714091546,3.046965171985454,2.5369591284888515
2025-03-19,73.38820246070678,8.703949356723841,7.195591317987852,4.884519780791954,0.2462027998412427,3.045825155656419,2.5357091282919226
2025-03-20,73.41062993112001,8.676049239184577,7.197790294199,4.877024242797674,0.24627803953677896,3.059339510772737,2.5328887423892086
2025-03-21,73.24998298301568,8.879483941286967,7.198182572442685,4.751553858559849,0.24932653315961456,3.0544383713921976,2.6170317401430045
2025-03-24,73.22634047561127,8.881997368836664,7.186893567751057,4.7858829671475975,0.24924605936062796,3.051659369447349,2.617980191845445
2025-03-25,73.2250274504646,8.905148469844196,7.186764699205674,4.771452311523527,0.24924159011716282,3.049811545026813,2.6125539338180306
2025-03-26,73.3065241517613,8.963527281964403,7.194763297995915,4.597252696149586,0.2495189866320939,3.051410769938834,2.6370028155578846
2025-03-27,73.28284513718498,8.878083983558199,7.192439290590332,4.622685532076021,0.24943838857087228,3.0504251223319434,2.7240825456876556
2025-03-28,73.29862944683707,8.818969375858824,7.193988462005607,4.623681207117376,0.24949211482504474,3.049287242669794,2.7659521506862874
2025-03-31,73.24735528385654,8.821768552218643,7.188956093192375,4.692192899149514,0.2493175890603144,3.0453605408201447,2.7550490417024673
2025-04-01,73.25129690329672,8.825830769654536,7.189342948512703,4.685270404569655,0.2493310054499166,3.0437306708828644,2.7551972976336105
2025-04-02,60.03400990983546,13.192282319279755,10.741799630295558,6.995034190387078,0.37253247220835395,4.545043565876965,4.119297912116834
2025-04-03,60.01631650736247,13.207149349392585,10.738633775067354,6.992972593045359,0.3724226783269367,4.543704037080052,4.128801059725248
2025-04-07,60.01631650736247,13.209828649236663,10.738633775067354,6.992972593045359,0.3724226783269367,4.543704037080052,4.12612175988117
2025-04-08,60.019532713855305,13.207857105582258,10.739209246300538,6.993347338534033,0.37244263603686995,4.5439475290381734,4.123663430652826
2025-04-09,57.37824906768798,12.652233332051544,10.26660813675417,6.685590627976144,4.710651787298134,4.3567893668760025,3.9498776813560212
2025-04-10,57.375309697321775,12.65670797951935,10.266082199413647,6.685248138839725,4.710410470239944,4.356566177465993,3.9496753371995617
2025-04-11,57.38853923611899,12.641692431473395,10.26844934189129,6.686789616351365,4.711496591751018,4.355008721572011,3.9480240608419357
2025-04-14,57.38559881139669,12.63848285019595,10.267923215896335,6.6864470043636315,4.7112551881320766,4.354785583372621,3.9555073466427
2025-04-15,57.29166405571844,12.86333056147396,10.251115604255334,6.6192333292946115,4.7137739667271905,4.319522915125909,3.9413595674045587
2025-04-16,57.27554998105355,12.885282013404137,10.248232335895654,6.6250424107549,4.712448152459005,4.318307989430902,3.9351371170018488
2025-04-17,57.31511890241465,12.896742545367909,10.255312346467765,6.57332769912068,4.725938598783923,4.303380325965205,3.930179581879862
2025-04-22,57.31805210863953,12.899961401409588,10.255837180867287,6.5480756850896675,4.726180457350768,4.321512450622161,3.9303807160209967
2025-04-23,57.19511538598751,12.984640895208141,10.233840288707052,6.5289245554450925,4.716043665978524,4.411824379252476,3.9296108294211956
2025-04-24,56.84019463360376,13.116037059960476,10.258724730557207,6.544800183641411,4.7275111220906085,4.560768451788176,3.9519638183583643
2025-04-25,56.369258960622425,13.464692265126981,10.302233922214988,6.559705830711739,4.747561390801168,4.577541115655232,3.9790065148674656
2025-04-28,56.0594423028795,13.481409286479543,10.332777408596968,6.787974779649655,4.7616366950295905,4.593690391565755,3.9830691357989805
2025-04-29,56.06377833987255,13.482452034801382,10.333576619278418,6.788499810019978,4.764583231643342,4.594045700335416,3.9730642640489124
2025-04-30,56.073898368505105,13.469413523187217,10.335441925084776,6.789725196793467,4.76544328282352,4.594874967919645,3.971202735686266
2025-05-02,56.07679047634599,13.470108231377587,10.335974993294768,6.790075388559163,4.765689068764654,4.595111956506299,3.9662498851515355
