date,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD,THE HONGKONG AND SHANGHAI BANKING,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,THE BANK OF EAST ASIA LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,ICBC (ASIA) SECURITIES LTD
2025-04-14,34.96326587191572,17.7606043803715,13.366370945383977,12.330191294704742,5.3021901857499305,5.146243415580815,3.843221513723316,3.652619905738841,3.635292486831162
2025-04-16,34.97989462007765,17.76552967276761,13.335413200221852,12.33361064891847,5.303660565723794,5.147670549084859,3.8442872989462007,3.6536328341652804,3.6363006100942874
2025-04-17,34.916724496877166,17.782789729354615,13.348369188063844,12.34559333795975,5.3088133240805,5.152671755725191,3.8480222068008327,3.657182512144344,3.6398334489937545
2025-04-22,35.07501472575448,17.757527459200997,13.263573680745644,12.328055160943835,5.301271612210249,5.145351858909947,3.8425556980007625,3.6519871106337276,3.63466269360036
2025-04-23,35.09300633897953,17.752606602237694,13.25989816065676,12.324638886002285,5.299802556375351,5.143926010599605,3.8414908725622645,3.6509750943919084,3.633655478194603
2025-04-24,35.1042460344947,17.749532451340304,13.257601994874282,12.322504675486597,5.298884809863545,5.143035256632264,3.8408256562997853,3.650342869017109,3.6330262519914105
2025-04-25,35.09871839279529,17.751991686872184,13.259438863872534,12.324211984759266,5.299618981641842,5.143747835122965,3.8413578108763424,3.6508486317977136,3.6300658122618636
2025-04-28,35.09871839279529,17.751991686872184,13.259438863872534,12.351922410807067,5.271908555594043,5.143747835122965,3.8413578108763424,3.6508486317977136,3.6300658122618636
2025-04-29,35.117913910724795,17.747688471794163,13.256224677078643,12.348928212764484,5.267167642068082,5.142500952314991,3.8404266371160443,3.6499636388821552,3.62918585725664
2025-04-30,35.12830280153755,17.747688471794163,13.245835786265886,12.348928212764484,5.267167642068082,5.142500952314991,3.8404266371160443,3.6499636388821552,3.62918585725664
