date,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,KGI ASIA LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CHIEF SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-06-18,35.52421500798297,23.270356572645024,18.520489622139436,11.255987227248536,0.0,6.20010643959553,0.0,5.228845130388504
2024-06-21,35.48644338118022,23.351940457203614,18.50079744816587,11.24401913875598,0.0,6.1935140882509305,0.0,5.223285486443381
2024-06-26,35.503587563114536,23.34573478607494,18.49588094605368,11.241031092213658,0.0,6.191868190273718,0.0,5.221897422269466
2024-07-22,33.99923654408958,22.356533910166686,17.712177121771216,15.001908639776055,0.0,5.929507570937778,0.0,5.000636213258685
2024-07-23,32.26349320831831,21.120326962375284,16.732780382257484,14.1723764875586,0.0,5.601634811876428,5.385262651761029,4.724125495852867
2024-07-25,32.321772639691716,21.158477842003855,16.76300578034682,14.017341040462428,0.0,5.6117533718689785,5.394990366088632,4.732658959537572
2024-08-14,32.36214784493138,21.153383096556706,16.734890440645316,14.013965807849745,0.0,5.610402118950156,5.393691307488562,4.731519383578137
2024-09-23,32.35010835540573,21.16542258608235,16.734890440645316,14.013965807849745,0.0,5.610402118950156,5.393691307488562,4.731519383578137
2024-09-26,32.24175294967493,21.273777991813148,16.734890440645316,14.013965807849745,0.0,5.610402118950156,5.393691307488562,4.731519383578137
2024-09-30,32.18018018018018,21.225225225225223,16.696696696696698,13.981981981981981,0.0,5.813813813813814,5.381381381381382,4.7207207207207205
2024-10-02,32.93950850661626,20.876654064272213,16.776937618147446,13.752362948960304,0.0,5.718336483931947,5.293005671077505,4.643194706994329
2024-10-03,33.39613754121526,20.57230334432407,16.721620348563356,13.707018370230806,0.0,5.699481865284974,5.27555346208196,4.627885068299576
2024-10-04,33.6356141797197,20.57472618066188,16.72358968319397,13.708632669885763,0.0,5.488163938287598,5.276174773289365,4.593098574961725
2024-10-07,30.332307038963798,18.547616519800403,15.075910393884701,12.347382949357682,9.852425947552819,4.947446650387515,4.756343560887568,4.140566939165517
2024-10-09,30.34292387726935,18.547616519800403,15.075910393884701,12.336766111052128,9.852425947552819,4.947446650387515,4.756343560887568,4.140566939165517
2024-10-16,29.91825034504724,18.547616519800403,15.075910393884701,12.761439643274233,9.852425947552819,4.947446650387515,4.756343560887568,4.140566939165517
2024-10-25,29.63393990689801,18.482860770207363,15.023275497249259,13.245873889123994,9.818027930596699,4.930173508252222,4.739737621667372,4.126110876005078
2024-11-11,29.424872665534807,18.53777589134126,15.067911714770798,13.285229202037351,9.847198641765704,4.944821731748727,4.753820033955857,4.138370118845501
2024-11-13,29.439847231063016,18.533842563123276,15.064714619138552,13.282410354339062,9.84510927222576,4.943772544027159,4.752811372798642,4.137492043284532
2024-11-18,29.37129551227773,18.490685859441154,15.029635901778155,13.48433530906012,9.822184589331075,4.932260795935648,4.741744284504657,4.127857747671465
2024-12-11,29.416120160778508,18.478950708694732,15.020097313306538,13.475777448698963,9.815950920245399,4.929130526761159,4.73873492701502,4.125237994499683
2024-12-18,29.490701606086223,18.45942519019442,15.004226542688082,13.461538461538462,9.805579036348266,4.923922231614539,4.733727810650888,4.1208791208791204
2024-12-19,29.602278721384113,18.430214157611562,14.98048317333052,13.440236311847242,9.790062242852622,4.916130393501424,4.726236944825404,4.114358054647115
2024-12-20,29.749973625909902,18.430214157611562,14.991032809368077,13.281991771283892,9.790062242852622,4.916130393501424,4.726236944825404,4.114358054647115
2024-12-27,29.85326718040747,18.441887469650588,15.000527815897815,13.153172173545869,9.79626306344347,4.919244167634329,4.718674126464689,4.116964002955769
2024-12-30,30.011611949751927,18.441887469650588,15.000527815897815,12.994827404201414,9.79626306344347,4.919244167634329,4.718674126464689,4.116964002955769
2025-01-02,30.0612201815495,18.439940890859194,14.998944479628456,12.951234958834707,9.795229047920625,4.918724931391176,4.7181760607979735,4.116529449018366
2025-01-03,30.064393539533413,18.441887469650588,15.000527815897815,12.94204581441993,9.79626306344347,4.919244167634329,4.718674126464689,4.116964002955769
2025-01-06,30.057010135135137,18.44383445945946,15.002111486486486,12.943412162162163,9.797297297297296,4.919763513513513,4.719172297297297,4.117398648648648
2025-01-23,30.139005897219885,18.3972198820556,15.058972198820555,12.910699241786014,9.772535804549284,4.907329401853413,4.707245155855097,4.106992417860152
2025-02-17,30.160067396798652,18.3972198820556,15.058972198820555,12.889637742207244,9.772535804549284,4.907329401853413,4.707245155855097,4.106992417860152
2025-02-26,30.149536647009267,18.3972198820556,15.058972198820555,12.889637742207244,9.772535804549284,4.907329401853413,4.717775905644482,4.106992417860152
2025-02-28,30.120101137800255,18.40497260851243,15.065318162663296,12.895069532237674,9.776654024441635,4.9093973872734935,4.71976401179941,4.108723135271807
2025-03-05,30.19364344348558,18.385603030940857,15.049463270890339,12.881498631866975,9.76636497579457,4.904230688276153,4.7147968848663435,4.104399073879184
2025-03-07,30.171597010211602,18.39140962206548,15.054216233287715,12.885566901779136,9.769449415727971,4.9057795557427095,4.716285924834193,4.105695336351195
2025-03-10,30.21931674398988,18.42049768030367,14.919865035849853,12.90594685786588,9.784900885702235,4.913538591311683,4.723745255166596,4.112188949810207
2025-03-14,30.41741141835769,18.368205236042474,14.877510251287982,12.869309220902114,9.757123330880034,4.899589948480706,4.710335401114499,4.1005151929344965
2025-03-19,30.48049626747976,18.368205236042474,14.877510251287982,12.869309220902114,9.757123330880034,4.899589948480706,4.710335401114499,4.037430343812428
2025-03-21,30.565482446920328,18.425478242589868,14.746689089762455,12.865251208745008,9.75404666806811,4.898044986335926,4.708850115619088,4.036157241959218
2025-03-25,30.63583815028902,18.560168155543877,14.545454545454545,12.863899106673674,9.753021544929059,4.89753021544929,4.708355228586442,4.035733053074093
2025-03-31,30.551760378349975,18.64424592748292,14.545454545454545,12.863899106673674,9.753021544929059,4.89753021544929,4.708355228586442,4.035733053074093
2025-04-02,30.654637012169534,18.642467477968946,14.519513218631976,12.830465799412504,9.735627360469996,4.888795635753252,4.6999580360889635,4.028535459504826
2025-04-10,30.720050309191908,18.624882087831466,14.505817000314433,12.818362855046642,9.72644376899696,4.884184047793733,4.695524578136464,4.024735352688397
2025-04-16,30.373782849963355,18.605381635430845,14.49062925348131,13.223746204585908,9.716260077478799,4.87907025442362,4.690608313265627,4.020521411370537
2025-04-23,30.36293274762054,18.690513544608304,14.475473276853887,13.18899696684447,9.706097688526306,4.873967158247045,4.685702332392009,4.016316284907436
2025-04-28,30.305877440233846,18.843303058774403,14.448272262240316,13.164213383442949,9.687858857918364,4.864808435118488,4.676897379684727,4.008769182586909
2025-05-02,30.343750000000004,18.916666666666668,14.416666666666666,13.135416666666666,9.666666666666666,4.854166666666666,4.666666666666667,4.0
