date,CHINA GALAXY INTERNATIONAL SECURITIES,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,UBS SECURITIES HONG KONG LTD,HANG SENG BANK LTD
2024-06-04,31.1289760795458,25.908899233746617,18.8381607725041,0.0,14.667178545121457,9.456785369082025
2024-06-05,31.11972760408665,25.901201652620777,18.862274102682278,0.0,14.662820899676172,9.453975740934126
2024-06-06,31.066027105443155,25.856506292111614,19.00228613604317,0.0,14.637518596138992,9.437661870263067
2024-06-11,31.192602903407142,25.96185635523286,18.672268067405344,0.0,14.697157879599038,9.47611479435562
2024-06-17,31.087401171912227,25.874296100968397,18.946558040715924,0.0,14.647589510400227,9.444155176003223
2024-06-19,31.09579118946983,25.854290698981163,18.951671429054137,0.0,14.65154267240593,9.446704010088942
2024-06-21,31.20104980946085,25.94180694654148,18.677324487181004,0.0,14.701137846011264,9.478680910805409
2024-06-26,31.202711643093057,25.943188661821164,18.67299307019172,0.0,14.701920859578225,9.47918576531584
2024-07-04,31.172320935079128,25.917920605615347,18.75220366411449,0.0,14.687601534091455,9.469953261099583
2024-07-05,31.203979208613465,25.94424256674498,18.771248200265855,0.0,14.60095918069952,9.479570843676179
2024-07-11,31.205842318103873,25.94353995394861,18.770739843964627,0.0,14.600563762689792,9.4793141212931
2024-07-12,31.323015123622383,25.89935193764144,18.738768811491994,0.0,14.575695531492935,9.46316859575125
2024-07-16,31.349926984394166,25.889202980830362,18.731425810948256,0.0,14.569983878753645,9.459460345073571
2024-07-18,31.352709766247994,25.88815354270014,18.730666518648142,0.0,14.569393273602515,9.459076898801207
2024-07-22,31.36662029213879,25.88290762798312,18.72687098031484,0.0,14.566440965919933,9.457160133643317
2024-07-24,31.412022081614367,25.865785779574324,18.714482934477616,0.0,14.556805093565139,9.450904110768557
2024-08-02,31.456439100333228,25.849035306298724,18.70236358697617,0.0,14.547378224543033,9.444783781848848
2024-08-05,31.449259284938098,25.83648668173578,18.7337392172415,0.0,14.540316081389456,9.440198734695166
2024-08-13,31.455729496542684,25.834048086117324,18.731971019617134,0.0,14.538943683062863,9.439307714659996
2024-08-14,31.496360619920445,25.810728724433783,18.746302310969504,0.0,14.519757272904185,9.426851071772079
2024-08-15,31.499753995604358,25.802735671769973,18.74832201245797,0.0,14.521321612094376,9.427866708073328
2024-08-16,31.493392015884687,25.817721232958068,18.74453542909488,0.0,14.51838875256754,9.425962569494821
2024-08-20,31.491271927016967,25.822715074946156,18.743273574516824,0.0,14.517411395972987,9.425328027547065
2024-08-21,31.490423971391635,25.795093067684693,18.772388236056223,0.0,14.51702049017893,9.425074234688521
2024-08-22,31.489152123572563,25.79405124516459,18.77566888927843,0.0,14.516434170957995,9.424693571026422
2024-08-28,31.485353513897234,25.790939648757004,18.7854671692962,0.0,14.514683019733706,9.423556648315854
2024-09-03,26.988897313602145,22.10770863647368,16.04500113835747,14.338798237674247,12.441825986999659,8.077768686892801
2024-09-10,26.99900541486863,22.104647910783402,16.042779770779664,14.336813087206806,12.440103464912069,8.076650351449423
2024-09-13,27.016687858973672,22.09929367960662,16.038893857194537,14.33334039621815,12.437090198648653,8.074694009358373
2024-09-16,27.034673491660683,22.09419682275544,16.034041564996787,14.33003463517176,12.434221778087037,8.072831707328296
2024-09-17,27.039286179219907,22.09419682275544,16.02942887743756,14.33003463517176,12.434221778087037,8.072831707328296
2024-09-24,27.065359094302448,22.086301339180654,16.023700672269918,14.324913717946492,12.429778340083761,8.06994683621673
2024-09-25,27.06704057797306,22.085792146915022,16.023331251228164,14.32458346186789,12.429491775715325,8.069760786300542
2024-09-26,27.076070991260654,22.083755612615967,16.019548483528517,14.32326258981831,12.428345650362308,8.069016672414241
2024-09-27,27.156673723423914,22.059346463753606,16.001842095606943,14.307431104681342,12.414608614669012,8.060097997865185
2024-10-02,27.139487802582696,22.05113947417919,16.049246651174123,14.298376741805003,12.406752111950773,8.054997218308214
2024-10-03,27.10829633797594,22.025796057919806,16.145731410607972,14.281943590401402,12.392493008308154,8.045739594786726
2024-10-08,27.102689486973986,22.021240428338494,16.163075119116876,14.278989633843919,12.389929849746874,8.044075481979853
2024-10-09,27.10624189581674,22.007332118000825,16.195355267263658,14.269971221834746,12.382104541723333,8.038994955360696
2024-10-14,27.10707895325238,22.007079402247555,16.19516929190854,14.269807356150931,12.381962354889438,8.038902641551154
2024-10-15,27.115448470394536,22.004552563898084,16.193309773246614,14.268168906277232,12.38054066613428,8.037979620049253
2024-10-16,27.124791822542164,22.012134820325812,16.164431939270514,14.273085385041679,12.384806712161437,8.040749320658392
2024-10-17,27.124047544309338,22.01153082849015,16.16673230672964,14.27269374528876,12.384466884961512,8.040528690220595
2024-10-25,27.142457381768935,22.005970301442005,16.162648285814775,14.269088194169258,12.381338335492268,8.038497501312756
2024-10-28,27.14413054214314,22.00546493828836,16.162277113501215,14.268760507122941,12.381054000282237,8.038312898662104
2024-10-31,27.154167890809976,22.002433246733446,16.160050437574547,14.266794700863002,12.379348263231972,8.037205460787058
2024-11-06,27.393502464016695,22.196360860048323,15.421092107977314,14.392541040595788,12.488458807332298,8.108044720029586
2024-11-18,26.95425853181615,21.84045102933147,16.777281304029177,14.161762361259944,12.288211330367178,7.97803544319608
2024-11-21,26.969626237760085,21.852903148120255,16.72983268780161,14.169836551071505,12.295217333447514,7.982584041799029
2024-11-26,26.972566692705335,21.855285734981617,16.720753875470056,14.171381465546501,12.296557861206123,7.983454370090369
2024-11-29,26.97287429262955,21.855534976528123,16.71980414420835,14.17154307848881,12.296698093328237,7.983545414816931
2024-12-05,26.971528594755224,21.854444586729795,16.723959058561228,14.170836049078824,12.296084601406468,7.9831471094684625
2024-12-11,26.97183617100245,21.854693809091355,16.723009400403484,14.170997649581249,12.296224822734452,7.983238147187009
2024-12-13,26.9721437542648,21.85494303713711,16.722059720586188,14.171159253769417,12.296365047260565,7.983329186981922
2024-12-16,26.972451344542502,21.855192270867263,16.721110019108597,14.17132086164345,12.296505274984922,7.983420228853268
2024-12-20,26.987839808316306,21.867661209275333,16.673597311968138,14.179405957614916,12.303520741378811,7.987974971446496
2024-12-30,27.034110734348772,21.905153536986777,16.53073334646686,14.20371669344665,12.324615252914626,8.001670435836317
2025-01-02,27.03441973960076,21.905403917239898,16.529779276180278,14.203879044747907,12.324756125713415,8.001761896517738
2025-01-03,27.035655831251788,21.9041193512684,16.52824892114425,14.204528487068787,12.325319649114126,8.002127760152653
2025-01-06,27.041528810568494,21.90887760239808,16.510116279174127,14.207614149296804,12.327997089151935,8.003866069410561
2025-01-16,27.05367455549183,21.910380637537365,16.494097955174635,14.208588847485338,12.328842838220341,8.004415166090489
2025-01-17,27.05553067126595,21.911883878919042,16.488368728939616,14.209563679419299,12.32968870334013,8.00496433811597
2025-01-20,27.07782394283432,21.929938877870004,16.41857930972266,14.221272104799027,12.340825479749672,8.011560285024316
2025-01-21,27.111022172360606,21.95682564491236,16.316105964963988,14.238707813683446,12.355955704308538,8.021382699771063
2025-01-22,27.111332820140245,21.957077234066436,16.31514708500335,14.238870965885496,12.356097283264154,8.02147461164032
2025-01-23,27.120033849222512,21.96412407196418,16.28828952164453,14.243440746028538,12.360062811721138,8.024048999419097
2025-01-24,27.141810875765458,21.98176097151847,16.278426324326823,14.254878039540545,12.312631584785626,8.03049220406308
2025-01-27,27.144613316790554,21.98403062806543,16.2709291628414,14.256349881460329,12.312755643945986,8.031321366896297
2025-02-03,27.215802029007158,22.0416853388354,16.075498888745358,14.293738190408634,12.320891464791718,8.052384088211738
2025-02-04,27.258757576111748,22.07647441658618,16.10432754831394,14.316298442114036,12.179048600323009,8.06509341655109
2025-02-05,27.25907161874565,22.076728755183733,16.103361003236603,14.316463377293415,12.179188912679145,8.065186332861458
2025-02-06,27.282960050139554,22.09607565105921,16.118626239959553,14.329009580552835,12.101074235959072,8.072254242329775
2025-02-07,27.30393610795323,22.103721921301762,16.124204034592218,14.333968084555593,12.059122233720643,8.075047617876553
2025-02-10,27.31799187118217,22.105761820530525,16.126845693401627,14.33529093192695,12.038316838397433,8.075792844561299
2025-02-11,27.319567656845994,22.107036948758438,16.123161293708762,14.336117835531132,12.037857584062591,8.07625868109308
2025-02-12,27.483172037194485,22.23942586965106,16.24989034787969,14.421970280362823,11.480917768908999,8.124623696002944
2025-02-13,27.699484537309043,22.406896625874502,16.341855728011648,14.530572826275678,10.835385291542432,8.185804990986698
2025-02-14,27.699160648343994,22.406634622928262,16.342833939347294,14.53040292086867,10.835258593815505,8.185709274696272
2025-02-21,27.69106588519189,22.400086540023835,16.338057932895232,14.526156576669209,10.83209211331733,8.212540951902506
2025-02-26,27.689508186293292,22.39882647331941,16.33713887203449,14.525339440261597,10.831482778233429,8.217704249857778
2025-03-06,27.689184530591014,22.398564659066025,16.33811678619211,14.525169657219381,10.831356171753399,8.217608195178071
2025-03-10,27.69112657830654,22.40013563640121,16.33224895830456,14.526188415013394,10.832115855032844,8.218184556941448
2025-03-11,27.699221376947982,22.40668374801396,16.30779081300125,14.530434777829823,10.835282349413609,8.220586934793376
2025-03-12,27.713803946979166,22.41848000143478,16.26373009790298,14.538084490428155,10.8409867070025,8.22491475625242
2025-03-17,27.716398011488625,22.420578413599316,16.255892224534048,14.539445282655898,10.842001443879399,8.225684623842715
2025-03-18,27.71672230369777,22.420840742741113,16.254912387193627,14.53961539959636,10.842128299345912,8.22578086742521
2025-03-19,27.71704660349569,22.421103078021684,16.253932526924014,14.53978552051774,10.842255157780974,8.2258771132599
2025-03-20,27.71737091088264,22.421365419441237,16.252952643724406,14.539955645420166,10.842382019184686,8.225973361346867
2025-03-24,26.580288933169133,22.774445798940455,16.507707472645976,14.768923549967825,11.013122395000059,8.355511850276557
2025-03-26,26.580604841085247,22.774716474241654,16.50671516303601,14.769099079281055,11.013253286449528,8.355611155906505
2025-03-27,26.58092075651061,22.774987155976913,16.505722829838476,14.769274612766683,11.013384181010332,8.355710463896983
2025-03-31,26.581236679445492,22.77525784414645,16.504730473052533,14.76945015042486,11.013515078682588,8.355809774248078
2025-04-03,26.581552609890156,22.775528538750496,16.50373809267734,14.769625692255728,11.013645979466403,8.355909086959874
2025-04-07,26.581868547844874,22.775799239789286,16.502745688712057,14.76980123825944,11.01377688336189,8.356008402032455
2025-04-09,26.595460988208476,22.78744547497937,16.46004999003655,14.777353666041254,11.019408696083998,8.360281184650347
2025-04-11,26.59577725687076,22.787716459374057,16.45905654727394,14.777529395797478,11.019539737002935,8.360380603680827
2025-04-22,26.597675026818283,22.789342501096833,16.45309539448111,14.778583862110498,11.020326047970515,8.36097716752276
2025-04-23,26.60590182720527,22.766650475330188,16.456994787623703,14.783154955610712,11.023734692617266,8.363563261612862
2025-04-24,26.606218344239107,22.76692131872147,16.45600091850475,14.783330823370722,11.023865836445031,8.363662758718922
2025-04-25,26.606534868803926,22.767192168557003,16.45500702573839,14.783506695315198,11.023996983393138,8.363762258192343
2025-04-30,26.62268761398617,22.78101406063829,16.404287118414146,14.792481716591995,11.030689617929749,8.368839872439654
