date,CHIEF SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,EMPEROR SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,FIRST SHANGHAI SECURITIES LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,UPBEST SECURITIES CO LTD
2024-10-28,0.0,21.971947285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04,0.0,0.0,22.223340999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-08,0.0,0.0,0.0,15.070476142857142,0.0,0.0,0.0,0.0,22.334041,0.0
2024-11-11,0.0,0.0,0.0,14.98019042857143,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-12,0.0,0.0,0.0,0.0,0.0,0.0,10.784857142857144,0.0,0.0,0.0
2024-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.686041000000003,0.0
2024-11-21,0.0,21.935947285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05,23.186724857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-09,0.0,21.951947285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-11,0.0,21.959375857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-13,0.0,21.958233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-17,0.0,21.93480442857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.660898142857143,0.0
2025-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.660771285714283,0.0
2025-01-06,0.0,21.936518714285715,0.0,0.0,0.0,0.0,0.0,0.0,22.660707857142857,0.0
2025-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.392444714285713,0.0,0.0
2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,10.770571428571428,0.0,0.0,0.0
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,10.756285714285713,0.0,0.0,0.0
2025-01-21,0.0,0.0,0.0,0.0,0.0,0.0,10.762571428571428,0.0,0.0,0.0
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,10.987714285714285,0.0,0.0,0.0
2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.660136428571427,0.0
2025-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.66699357142857,0.0
2025-02-18,0.0,21.99366157142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.60699357142857,0.0
2025-02-21,0.0,21.993090142857145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-24,23.189582,22.07366157142857,21.69476957142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-25,0.0,22.039375857142858,0.0,0.0,0.0,0.0,11.074571428571428,0.0,0.0,0.0
2025-02-26,0.0,0.0,21.670769571428572,0.0,0.0,0.0,11.031714285714287,0.0,0.0,0.0
2025-02-27,0.0,21.945090142857143,0.0,0.0,0.0,0.0,10.71342857142857,0.0,22.629850714285716,0.0
2025-02-28,0.0,0.0,21.663341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03,0.0,0.0,0.0,0.0,0.0,0.0,10.955142857142858,0.0,0.0,0.0
2025-03-05,23.134344000000002,0.0,0.0,0.0,0.0,0.0,0.0,18.358159,22.64413642857143,0.0
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.658422142857145,0.0
2025-03-07,0.0,21.985090142857143,0.0,0.0,0.0,0.0,0.0,0.0,22.675565,0.0
2025-03-10,0.0,21.901661571428573,0.0,0.0,0.0,0.0,0.0,0.0,22.753850714285715,0.0
2025-03-11,0.0,21.45880442857143,0.0,0.0,0.0,0.0,0.0,18.329587571428572,23.225279285714286,0.0
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.229279285714284,0.0
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.246993571428572,0.0
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,11.142000000000001,18.328444714285713,23.211120428571427,0.0
2025-03-20,0.0,21.48166157142857,0.0,0.0,0.0,10.642444285714285,0.0,0.0,0.0,0.0
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.210549,0.0
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20997757142857,0.0
2025-03-26,0.0,0.0,21.680483857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27,0.0,0.0,21.663341,0.0,0.0,0.0,0.0,0.0,23.20940614285714,0.0
2025-03-28,0.0,0.0,21.65648385714286,0.0,0.0,0.0,0.0,0.0,23.208834714285715,0.0
2025-03-31,22.848629714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20826328571429,0.0
2025-04-02,0.0,21.495947285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-07,0.0,0.0,21.70791242857143,0.0,0.0,0.0,0.0,0.0,23.207691857142855,0.0
2025-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20712042857143,0.0
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.206549000000003,0.0
2025-04-10,0.0,0.0,21.65648385714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20597757142857,0.0
2025-04-14,0.0,21.567375857142856,0.0,0.0,0.0,0.0,11.344285714285714,0.0,23.090549,0.0
2025-04-15,22.848058285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.244834714285716,0.0
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.260263285714284,0.0
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.259691857142858,0.0
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25912042857143,0.0
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.258549000000002,0.0
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25797757142857,0.0
2025-04-25,22.850915428571426,21.553090142857144,0.0,0.0,0.0,0.0,0.0,0.0,23.32940614285714,0.0
2025-04-29,22.848058285714284,21.584518714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-02,22.884058285714286,21.553090142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
