date,CHINA MERCHANTS BANK CO LTD,NANYANG COMMERCIAL BANK LTD,EVERBRIGHT SECURITIES INVESTMENT,BANK OF CHINA (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-10-07,34.823624986915995,17.666163575660075,15.550248797808736,15.09184620391966,8.60508316058175,8.26303327511379
2024-10-09,34.82384685406995,17.666276129750443,15.550347871051265,15.09234055458229,8.601952401170333,8.265236189375718
2024-10-10,34.82379138701642,17.666247991093396,15.55032310262228,15.092475794600752,8.601938700071878,8.26522302459527
2024-10-14,34.823708186767426,17.666205783275892,15.550285950126744,15.092439735984101,8.601918148506034,8.265442195339801
2024-10-15,34.82373592013958,17.666219852525984,15.550298334272197,15.092451755503838,8.601924999017072,8.265369138541322
2024-10-21,34.82393005498155,17.66631833790409,15.550385023842683,15.092774812036824,8.601972952899851,8.264618818335004
2024-10-22,34.82401325629071,17.666360546259423,15.550422176811631,15.09281087168378,8.603267744352015,8.26312540460244
2024-10-23,34.82398552247682,17.666346476785236,15.550409792468923,15.092878491695416,8.60326089271706,8.263118823856546
2024-11-06,34.824429268800145,17.666571591061448,15.550607944319383,15.093070813431103,8.602096265339272,8.263224117048647
2024-11-12,34.824290596859285,17.66650124223385,15.550546021323644,15.093010712362192,8.600070996259609,8.26558043096142
2024-11-15,34.82456794184541,17.666641940449317,15.550669867808283,15.093130914978664,8.599343075845248,8.26564625907308
2024-11-19,34.824512472494774,17.666613800626934,15.550645098353543,15.093266156538599,8.599329378619283,8.265633093366866
2024-11-28,34.824762085964196,17.66674043053359,15.55075656152127,15.097356425779815,8.594692156826014,8.26569233937512
2024-12-02,34.825594156706394,17.667162543333273,15.551128116954214,15.09771714808814,8.594897510472489,8.263500524445487
2024-12-03,34.82653721828272,17.667640962224915,15.5515492345762,15.097727758799847,8.592820529757692,8.263724296358623
2024-12-04,34.82653721828272,17.667640962224915,15.5515492345762,15.10011713125918,8.590431157298358,8.263724296358623
2024-12-10,34.82656495616111,17.667655033761033,15.551561620733882,15.100049512058018,8.590437999217013,8.263730878068946
2024-12-11,34.82662043205044,17.66768317690052,15.551586393108426,15.099914273332551,8.590451683087021,8.263744041521047
2024-12-12,34.82537226728738,17.667049977947748,15.551029033769373,15.106939194672083,8.586161652331564,8.263447873991852
2024-12-13,34.82556642037439,17.667148472581637,15.551115731487059,15.11204095886358,8.580634473591244,8.263493943102091
2024-12-20,34.82523358783634,17.6669796253102,15.550967107420016,15.120816521033852,8.572588190600564,8.263414967799033
2025-01-02,34.82545547548816,17.666455043601,15.551066189815726,15.120912862741456,8.57264281052031,8.263467617833342
2025-01-03,34.82517811636517,17.66631434328825,15.550942337018366,15.121588862203552,8.57257453572938,8.263401805395283
2025-01-21,34.82462341137275,17.666032949386075,15.55069463734193,15.122940828825223,8.572437989410018,8.263270183664002
2025-02-12,34.832847048636744,17.66596260231119,15.550632713655762,15.114916503000117,8.572403853509847,8.263237278886336
2025-02-14,34.832819307412045,17.665948532963444,15.55062032897771,15.114904465330776,8.572476667353781,8.263230697962252
2025-02-17,34.83254189759526,17.665807840718507,15.550496483282128,15.114784089691888,8.573204799414304,8.263164889297908
2025-02-19,34.832708342955094,17.665892255796553,15.550570790462762,15.114856314845134,8.572767921569726,8.26320437437073
2025-02-20,34.83310007255878,17.663627397448924,15.548577127218632,15.120881565168784,8.571668848581602,8.262144989023277
2025-02-21,34.83312781036212,17.66364146309976,15.54858950864244,15.121212128378875,8.571277521298661,8.262151568218137
2025-03-03,34.83293364666638,17.66410041504212,15.548502839089856,15.121127841074935,8.571229744052536,8.262105514074165
2025-03-07,34.83287817172233,17.66407228318873,15.548478076538014,15.1212630192007,8.571216093508616,8.262092355841617
2025-03-11,34.83293364666638,17.66410041504212,15.548502839089856,15.121127841074935,8.571229744052536,8.262105514074165
2025-03-19,34.83265627371305,17.663959756671225,15.548379027119372,15.121803727398087,8.571161491767729,8.262039723330538
2025-03-24,34.83260079965247,17.663931625265857,15.548354264961894,15.121779644599192,8.57130710021304,8.262026565307547
2025-03-26,34.8325175888929,17.663889428325817,15.54831712187356,15.121982408131753,8.57128662442433,8.262006828351641
2025-03-31,34.8324066418319,17.6638331660527,15.548267598031828,15.122252758001562,8.571259323524888,8.26198051255712
2025-04-10,34.83290590917227,17.664086349104224,15.547057116302582,15.122469511526301,8.571382178941974,8.26209893495265
2025-04-11,34.83287817172233,17.66407228318873,15.547044736177886,15.12253709952081,8.571375353548628,8.262092355841617
2025-04-17,34.832850434316555,17.66405821729564,15.547032356072913,15.122604687407682,8.571368528166156,8.262085776741058
2025-04-24,34.83229569547767,17.663776904137993,15.546784758113807,15.12395642254093,8.571232022799363,8.261954196930237
2025-04-29,34.832212486175806,17.663734707937166,15.54674761910014,15.124159179097454,8.57121154736935,8.261934460320088
