date,CHINA MERCHANTS SECURITIES (HK) CO LTD,CITIC SECURITIES BROKERAGE (HK) LTD,FOSUN INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CMB WING LUNG BANK LTD,UBS SECURITIES HONG KONG LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD
2025-01-17,39.066511085617115,23.847955377937414,12.22821037321293,8.019224723350222,5.15674944492543,0.0,3.4805845962805795,3.0344790876761523,2.9263175431404256,2.2399677678597283
2025-01-20,39.06990808047472,23.850029056377895,12.22927366672446,8.011226614178714,5.157197845636412,0.0,3.4808872475193624,3.034742948194276,2.926571998564509,2.2401625423296556
2025-01-22,39.070757421498236,23.850547532337654,12.229539518996026,8.010965990144552,5.15730995799889,0.0,3.48096291855323,3.0348089204938886,2.9266356193350402,2.238472120642483
2025-01-24,39.06396372710481,23.84640035573438,12.227413024411646,8.009573028801467,5.173801377518727,0.0,3.4803576423870073,3.0342812223966686,2.9261267306082575,2.2380828910370316
2025-01-27,39.06464299022531,23.846815008492904,12.227625640591219,8.009712303136437,5.173891342082822,0.0,3.4786793120999104,3.0343339839481076,2.926177611517012,2.2381218079062752
2025-02-03,39.06413354067034,23.84650401757212,12.227466177763349,8.009607846931134,5.173823868366439,0.0,3.4786339459710582,3.03429441261251,2.926139450669559,2.239396739443494
2025-02-10,39.06394674582946,23.846389989600176,12.227407709101893,8.00956954700515,5.17379912844471,0.0,3.4790954868163055,3.0342799033813916,2.9261254586082095,2.239386031212703
2025-02-11,39.06386183967416,23.846338159064334,12.227381132622444,8.009552138068969,5.173787883103956,0.0,3.4793052766504484,3.0342733083222084,2.9261190986245587,2.239381163868925
2025-02-12,39.06114503757034,23.844679700872348,12.226530746275042,8.008995092065975,5.180382828929662,0.0,3.4790632989388177,3.0340622815645006,2.9259155937443766,2.239225420038932
2025-02-25,39.05771561457733,23.842586226839554,12.225457302431403,8.00837885914227,5.1799280106193155,0.0,3.4874505505415314,3.033795902201053,2.9256587092571666,2.2390288243903753
2025-02-27,39.05737610050858,23.842378972182388,12.225351031117636,8.008309245309311,5.179882983448447,0.0,3.488289497925768,3.033769530551449,2.9256332776036116,2.23900936135281
2025-02-28,39.06416750356061,23.846524750047816,12.227476808489142,8.01230999285642,5.160787162060931,0.0,3.4888960512150007,3.0342970506694393,2.92614199469509,2.2393986864055497
2025-03-04,39.06637521810963,23.847872438300215,12.228167845318366,8.012762809196122,5.155427316366518,0.0,3.4890932264542167,3.0344685342098017,2.926307365843819,2.239525246201316
2025-03-05,39.06647711865164,23.847934642974028,12.228199741211556,8.012783709647438,5.155179924247076,0.0,3.489102327387921,3.034476449302683,2.9263149988096373,2.2395310877680132
2025-03-07,39.065118488465345,23.847105274004093,12.22777447631649,8.015982785121437,5.155000640534352,0.0,3.488980985508778,3.034370918125886,2.926213229205996,2.239453202717622
2025-03-12,37.13764612889069,22.67051411206294,11.624469252168995,7.595273423629339,4.900658460529169,4.960880006222838,3.316838421088273,2.884658324844721,2.781837019817377,2.1272248507456597
2025-03-13,37.125371919275366,22.663021374334413,11.620627296979567,7.635976782260897,4.899204017126847,4.9592404063176225,3.32028664211245,2.8837049283686804,2.766044842753947,2.126521790470209
2025-03-14,37.112622243854645,22.652717588938685,11.615343956869962,7.636634515937259,4.920018887420339,4.9569856783169515,3.333354008087551,2.8823938464861842,2.7647872552512065,2.1251420188372228
2025-03-17,37.108086464203424,22.64994905011624,11.613924368665838,7.6248833687930855,4.925941304851969,4.956379852228367,3.349462377711835,2.882041570021595,2.7644493522679596,2.1248822911396847
2025-03-18,37.09771656718192,22.64361949606019,11.610678844274958,7.626756539253651,4.948505906024388,4.954994786234285,3.348526366635981,2.881236180222753,2.7636768237482845,2.124288490363588
2025-03-19,37.10381220030495,22.64734013468158,11.612586628502479,7.6353170960984125,4.929708802296985,4.955808955761098,3.344948108048096,2.881709604474179,2.7641309314817795,2.1246375383504432
2025-03-20,37.10963402115785,22.650893644395005,11.614408716179751,7.636349960743289,4.914956841815,4.956586553269568,3.3454729513860846,2.8821617627854805,2.764564640961824,2.1249709073061416
2025-03-21,37.11078328063005,22.651595126766395,11.614768406313678,7.6363799911583055,4.914572253360043,4.956740055296638,3.3473521316777735,2.8822510213242314,2.7646502575997656,2.1209074758731172
2025-03-24,37.1115341685981,22.65205345204908,11.615003415900569,7.630381810744681,4.914671693276071,4.956840348422766,3.3515491848016867,2.8823093398888497,2.7647061966673565,2.120950389650844
2025-03-25,37.11680656421851,22.655271604844152,11.616653546904661,7.631300654436355,4.913470156552269,4.957544561383227,3.3398833989153482,2.8827188264670998,2.765098975493929,2.1212517107844495
2025-03-26,37.11504382341378,22.65419566713838,11.616101852103382,7.623959013609135,4.911584921682734,4.95730911908906,3.339724782124323,2.8825819212057273,2.7649676562010153,2.1345312434324635
2025-03-27,37.12784666144364,22.66201023416956,11.620108827583687,7.602049933918716,4.9033231286215475,4.9590191433589395,3.332614542704529,2.8835762681239365,2.765921432066903,2.1435298280085417
2025-03-28,37.13867846923659,22.668621728267148,11.62349891875976,7.600961907233519,4.879133107589985,4.960465904941754,3.3335868113228444,2.8844175327460793,2.7667283716558253,2.1439072482465
2025-03-31,37.13769628849029,22.668022227026817,11.623191520184657,7.603405520197996,4.879004072557119,4.960334718957079,3.3334986502757324,2.884341250565837,2.766655201918805,2.1438505498256655
2025-04-01,37.12419656937852,22.65978229931275,11.618966437953224,7.600641648200708,4.877230532701198,4.958531615046538,3.324025443033688,2.883292779588998,2.7656495103483074,2.1876831644360695
2025-04-07,37.12573013407863,22.660718353031285,11.61944640623342,7.600955623365345,4.877432006383336,4.958736447197855,3.3200318519090297,2.8834118856286026,2.7657637566580973,2.187773535514397
2025-04-08,37.123291825630254,22.659230063890387,11.622813907365733,7.604587047119252,4.875418111875015,4.958410772014396,3.3198138020098322,2.883222511640927,2.7655821094525144,2.187629849001687
2025-04-09,37.12022522575323,22.657358279662475,11.634244667974135,7.587437700447664,4.887406246630457,4.958001178438074,3.3195395660761005,2.8829843406877376,2.7653536562809427,2.1874491380491823
2025-04-14,37.118170887258565,22.656104357224816,11.633600795892743,7.587017790135989,4.892670047199756,4.957726788597615,3.3193558533460803,2.882824788161464,2.765200613770211,2.187328078412768
2025-04-17,37.13412097551119,22.66583993565771,11.638599882726895,7.590278015530568,4.894772481591819,4.95985717859045,3.321608584648396,2.884063569833322,2.7209386436330965,2.1899207322765535
2025-04-22,37.15438506959855,22.67820868711754,11.644124249665442,7.5172778784939,4.923157610372251,4.9625637732232715,3.323007777657035,2.8856374036550942,2.721762005479011,2.1898755447379052
2025-04-23,37.11679123531593,22.65526224842361,11.632342402742445,7.509671688853266,5.012751134694506,4.95754251396254,3.327905284077057,2.882717635930517,2.719008051414127,2.186007804585998
2025-04-24,37.121390474022675,22.6580695212394,11.633783796722048,7.510602231918999,5.0009810161824175,4.958156816025344,3.3283176535272565,2.8830748410145373,2.7193449708152335,2.186278678532087
2025-04-25,37.122034458399824,22.65846259495248,11.633985620385348,7.51064991650747,5.0010677735372395,4.958242830463064,3.328375393405631,2.8831248567906727,2.7193921461945747,2.184664409363697
2025-04-28,37.10670756180449,22.649107398819808,11.629182195756368,7.507548929282132,5.040290807299949,4.956195677706869,3.3270011781658297,2.8819344760048082,2.718269367154175,2.183762408005572
2025-04-29,37.099202001719725,22.644526172200198,11.626829965352698,7.506030380122677,5.059911067904483,4.955193189830817,3.3263282268617225,2.881351548178781,2.7177195438094928,2.1829079040194106
2025-05-02,37.11550365269915,22.654476336687196,11.631938876430716,7.509328582803479,5.06172145195717,4.957370536661957,3.3277898389415395,2.8826176343680543,2.7189137289421295,2.1403393605086163
